customer_code,customer_name,city,address1,postal,bp_salesperson,category
1001011,Mercury Systems ,Oxnard,300 Del Norte Blvd.,93030,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1001011,Mercury Systems ,Torrance,20701 Manhattan Pl.,90501,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1009632,Microsoft,San Francisco,1355 market st,94103,Justin Goodwin,"Needs location-level assignment (active BP rep, 2+ locs)"
1009632,Microsoft,Sunnyvale,755 N mathilda ave,94085,Justin Goodwin,"Needs location-level assignment (active BP rep, 2+ locs)"
1008292,NEO Technology Solutions,Carlsabad,6350 Palomar Oaks Court,92011,Alina Lehle,"Needs location-level assignment (active BP rep, 2+ locs)"
1008292,NEO Technology Solutions,Chatsworth,9340 Owensmouth Avenue,91311,Alina Lehle,"Needs location-level assignment (active BP rep, 2+ locs)"
1008292,NEO Technology Solutions,Fremont, 6600 Stevenson Blvd.,94538,Alina Lehle,"Needs location-level assignment (active BP rep, 2+ locs)"
1010102,Naprotek,San Jose,90 Rose Orchard Way,95134,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1010102,Naprotek,San Jose,2085 Zanker Road,95131,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1003719,Omega EMS,San Jose,5400 Hellyer Ave.,95138,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1003719,Omega EMS,Santa Barbara,300 E. Canon Perdido St.,93101,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1002634,"Pacific Component Xchange, Inc.",Huntington Beach,18281 Enterprise Ln,92648,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1002634,"Pacific Component Xchange, Inc.",Huntington Beach,7755 Center Ave,92647,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1011110,"Swarco McCain, Inc.",San Diego,"Baja Freight Forwarders, Inc",92154,Aaron Mendoza,"Needs location-level assignment (active BP rep, 2+ locs)"
1011110,"Swarco McCain, Inc.",Vista,2365 Oak Ridge Way,92081,Aaron Mendoza,"Needs location-level assignment (active BP rep, 2+ locs)"
1004602,TAXAN,San Jose,780 Montague Expressway,95131,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1004602,TAXAN,san diego,9250 brown deer road,92121-2294,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1004555,Teradyne,Agoura Hills,30701 Agoura Road,91301,Leah Griffin,"Needs location-level assignment (active BP rep, 2+ locs)"
1004555,Teradyne,San Jose,875 Embedded Way,95138,Leah Griffin,"Needs location-level assignment (active BP rep, 2+ locs)"
1006483,Tesla,California ,Fremont Boulevard Fremont,94538,Joel Flores,"Needs location-level assignment (active BP rep, 2+ locs)"
1006483,Tesla,Palo Alto,3500 Deer Creek Rd,94304,Joel Flores,"Needs location-level assignment (active BP rep, 2+ locs)"
1003415,The Marvin Group,Inglewood,498 N. Oak St,90302,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1003415,The Marvin Group,Inglewood,490 N. Oak St,90302,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1003415,The Marvin Group,Inglewood,261 W Beach Ave,90302,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1003415,The Marvin Group,Irvine,1770 Kettering Street, 92614,Thomas Haynes,"Needs location-level assignment (active BP rep, 2+ locs)"
1004999,Venture Corporation Ltd,Milpitas,1621 Barber Lane,95035,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1004999,Venture Corporation Ltd,Milpitas,1621 Barber Ln,95035,Josh Syre,"Needs location-level assignment (active BP rep, 2+ locs)"
1007317,A and M Electronics,Valencia,25018 Ave Kearny,91355,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1003327,AED Inc.,Rancho Santa Margarita,"Alliance Electronics Distributor, Inc.", 92688,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1008168,AQS,Fremont,47817 Fremont Blvd.,94538,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1007266,ASML,san diego, 17082 Thornmint Ct,92127,Mahmoud Fakhran,"Effectively covered (active BP rep, 1 loc)"
1001063,Abaco Systems,Goleta,"26 Castilian Drive, Suite B",93117,Jake Mcaloose,"Effectively covered (active BP rep, 1 loc)"
1007974,Accele Electronics Inc,Sante Fe Springs,9130 Norwalk Blvd,90670,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1005916,"Advantech Co., LTD",Irvine,Silicon Valley/Pac NW 13 Whatney,92618,Joel Flores,"Effectively covered (active BP rep, 1 loc)"
1003458,"Agilent Technologies, Inc.",Santa Clara,5301 Stevens Creek Blvd.,95051,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
1004653,Aitech,Chatsworth,19756 Prairie Street,91311,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1008261,Aixtron,Santa Clara,1700 Wyatt Dr #15,95054,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007632,Alcon,Irvine,15800 Alton Pkwy,92618,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1004988,Altest Corporation,San Jose,898 Faulstich Court,95112,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1009874,Ambarella Inc.,Santa Clara,3101 Jay Street,95054,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012935,"American Honda Motor Company, Inc.",Torrance,700 Van Ness Ave. ,90501,Michael Stifter,"Effectively covered (active BP rep, 1 loc)"
1012159,American Reliance,Pasedena,789 N Fair Oaks Ave,91103,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1007441,Apple,Cupertino,One Apple Park Way,95014,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1010642,Aqua Marine,Newport Beach,28 Tide Watch,92657,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1012829,Arista Corporation,Fremont,48460 Lakeview Blvd,94538,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1008626,Astranis Space Technologies,San Francisco,575 20th St,94107,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008477,Astrodyne TDI,Santa Clara,3508 Bassett St.,95054,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1009018,Aurora Innovation Inc.,Mountain View,280 N Bernardo Ave,94043,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007115,BTC Power (Broadband),Santa Ana,1719 South Grand Avenue,92705,Silvia Munoz,"Effectively covered (active BP rep, 1 loc)"
1007775,Balboa Water Group,Costa Mesa,3030 Airway Avenue ,92626,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009265,Becton Dickinson (BD),San Diego,3750 Torrey View Ct,92130,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1007593,"Bema Electronics, Inc",Fremont,4545 Cushing Parkway,94538,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008981,Bendix Commercial Vehicle,Irvine,18022 Cowan,92614,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007592,Biosense Webster,Irvine,31 Technology Dr,92618,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009163,Boingo Wireless,Los Angeles,10960 Wilshire Blvd,90024,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1003739,"Braemac Pty., Ltd",Fremont,43134 Osgood Road,94539,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1007248,"Buchanan Automation, Inc.",Fremont,940 Auburn Court,94538,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1007855,CHARGEPOINT ,Campbell,240 E Hacienda Ave,95008,Ricardo Morales,"Effectively covered (active BP rep, 1 loc)"
1005914,CPI,San Jose ,2205 Fortune Drive,95131,Joel Flores,"Effectively covered (active BP rep, 1 loc)"
1009441,Cadence Design Systems,San Jose,2655 Seely Avenue,95134,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007373,Calnetix Technologies,Cerritos,16323 Shoemaker Ave,90703,Jake Mcaloose,"Effectively covered (active BP rep, 1 loc)"
1010021,Carl Zeiss AG,Dublin,5300 Central Parkway,94568,Kevin Wrobel,"Effectively covered (active BP rep, 1 loc)"
1007824,Christie Digital,Cypress,10550 Camden Drive,90630,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1007105,"Circomp Electronics, Inc",Rancho Cucamong,8816 W. Foothill Blvd,91730,Jake Harris,"Effectively covered (active BP rep, 1 loc)"
1009808,Cirexx International,Santa Clara,791 Nuttman Street,95054,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009802,Cohu Inc,Poway,12367 Crosthwaite Circle,92064,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1011335,Communications and Power Industries,Torrance,3111 Fujita Street,90505,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1013114,Core Systems,Poway,13000 Danielson St Suite Q,92064,Michael Stifter,"Effectively covered (active BP rep, 1 loc)"
1011202,Crown Technical Systems,Fontana,13470 Philadelphia Avenue,92337,Carlos Moreno,"Effectively covered (active BP rep, 1 loc)"
1007697,D3 LED LLC,Rancho Cordova,11370 Sunrise Park Dr.,95742,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1010396,DJI,Cerritos,17301 Edwards Rd,90703,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1011849,"DTS, Inc.",Seal Beach,1720 Apollo Ct,90740,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1009169,Dasan Zhone (DZSI),Redwood City,203 Redwood Shores Parkway,94065,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1004260,Dawn VME Products,Fremont,47915 Westinghouse Dr,94539,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1008088,De Leon Enterprises,Sun Valley,11934 Allegheny St,91352,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1004919,"Delta Electronics, Inc.",Fremont,46101 Fremont Blvd,94538,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1012929,Delta Star Inc.,San Carlos,270 Industrial Rd,94070,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012819,Dexcom,,"6340 Sequence Dr, San Diego, CA 92121, Estados Unidos",92121,Estefania Valladares,"Effectively covered (active BP rep, 1 loc)"
1007216,"Doorking, INC",Inglewood,120 S. Glasgow Avenue,90301,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1004122,Duco Inc, Cerritos,17316 Edwards Road #155,90703,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
1005838,"EMLinQ, LLC",Simi Valley,2125C Madera Road,93065,Julie White,"Effectively covered (active BP rep, 1 loc)"
1004167,Eagle-High International (AEHI),Chino,15298 El Prado Road,91710,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1007852,Electronic Theatre Controls (ETC),Burbank,1120 Scott Rd.,91504,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008324,Elematec USA Corporation,San diego,4909 Murphy Canyon Rd,92123,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1006333,Emcore,Concord,2700 Systron Drive,94518,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1006875,Enphase Energy ,Fremont,47281 Bayside Pkwy,94538,Spring Tu,"Effectively covered (active BP rep, 1 loc)"
1009432,Excelitas,Pleasanton,6701 Koll Center Parkway,94566,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1007268,Extron Electronics,Anaheim,1025 E. Ball Road,92805,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012992,FARADAY FUTURE INTELLIGENT ELECTRIC INC.,Gardena,8455 S. Figueroa Street,90248,Michael Stifter,"Effectively covered (active BP rep, 1 loc)"
1008493,Festo Corporation USA,Livermore,550 Commerce Way,94551,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009260,Fetch Robotics,San Jose,2811 Orchard Pkwy,95134,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1012625,Finisar (Subsidiary of Coherent Corp.),Fremont,41762 Christy Street,94538,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1007869,Fortive,Irvine,"33 Technology Dr, Irvine",92618,Laurel Kee,"Effectively covered (active BP rep, 1 loc)"
1006367,GET Engineering Corp.,El Cajon,9350 Bond Avenue              ,92021,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1009453,Gener8,San Jose,2560 Junction Ave,95134,Carolina Hinestroza,"Effectively covered (active BP rep, 1 loc)"
1011457,Golden West Technology,Fullerton,1180 E Valencia Dr,92831,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1012125,Horiba,Irvine,9755 Research Dr,92618,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1006068,Hughes Circuits,San Marcos,544 S. Pacific St,92078,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1012909,Huupe,Irvine,17875 Von Karman Ave,92614,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1010001,IPG Photonics ,Anaheim,3150 La Palma,92806,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1005356,Iceberg Technology Corporation,Napa,19 Maidu Ct,94558,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1005088,Infinitum Electric,Fremont,6600 Stevenson Blvd,94538,Dane Reynolds,"Effectively covered (active BP rep, 1 loc)"
1004899,Innova Electronic Corporation,Irvine,17352 Von Karman Avenue,92614,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1009357,Intelligent Memory,Irvine, 1 Venture,92618,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1011720,Intuitive,Sunnyvale,"1020 Kifer Rd, Sunnyvale, CA 94086",94086,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1007943,Irvine Electronics LLC,Irvine,"1601 Alton Pkwy, Suite A",92606,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007847,Juniper Networks,Sunnyvale,1133 Innovation Way,94089,Joel Flores,"Effectively covered (active BP rep, 1 loc)"
1012920,Kateeva,Newark,7015 Gateway Blvd,94560,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008063,King Nutronics Corporation,Woodland Hills,6421 Independence Avenue,91367,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007442,Kontron,San Diego,9477 Waples Street,92121,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007379,Krypton Solutions LLC,San Jose,198 Stauffer Boulevard,95125,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1005185,Lantronix,Irvine,"48 Discovery, Suite 250", 92618 ,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1006966,Libertia Corp,Torrance,2421 W 205th St,90501-1462,Jake Harris,"Effectively covered (active BP rep, 1 loc)"
1009452,Lifeward,Fremont,48368 Milmont Dr.,94538,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009035,Lindsay Corporation,Rio Vista,180 River Road,94571,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1005962,Lucix Corporation,CAMARILLO,800 Avenida Acaso,93012,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
1007148,Mattel,El Segundo,333 Continental Blvd,90245,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009500,Maxar Technologies,Palo Alto,3875 Fabian Way,94303,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007931,McCain Traffic,Vista,2365 Ridge Way,92081,William Robinson,"Effectively covered (active BP rep, 1 loc)"
Mccrometer,Mccrometer,Hemet,3255 West Stetson Avenue,92545,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009300,Meta (Facebook) APAC,Menlo Park,1 Hacker Wy,94025,Renald Ng,"Effectively covered (active BP rep, 1 loc)"
1006903,"Molecular Devices, LLC.",San Jose,3860 N First Street,95134 ,Spring Tu,"Effectively covered (active BP rep, 1 loc)"
1005436,Moog Inc.,Torrance,20263 S Western Ave,90501,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1010542,Nanotronics,Hollister,777 Flynn Road,95023,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007000,National Microchip,Irvine,15375 Barranca Parkway,92618,Jake Harris,"Effectively covered (active BP rep, 1 loc)"
1012939,National Signal LLC,La Mirada,14489 Industry Circle,90638,Michael Stifter,"Effectively covered (active BP rep, 1 loc)"
1006905,Netapp,San Jose,3060 Olsen Drive,95128,Spring Tu,"Effectively covered (active BP rep, 1 loc)"
1012237,NightHawk Flight Systems,Vista,1370 Decision St.,92081,Aaron Mendoza,"Effectively covered (active BP rep, 1 loc)"
1004339,Nulite Global Technology,Milpitas,741 Ames Ave,95035,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1007439,Nvidia ,Santa Clara,2788 San Tomas Expressway,95051,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008916,OSI Optoelectronics,,12525 Chadron Ave Hawthorne,90250,Winnie Lee,"Effectively covered (active BP rep, 1 loc)"
1013033,One Stop Systems,Escondido,2235 Enterprise Street #110,92029,Michael Stifter,"Effectively covered (active BP rep, 1 loc)"
1012915,Optoma Technology,Fremont,47697 Westinghouse Dr #100,94539,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012149,Panasonic Avionics Corp.,Irvine,3323 Michelson Dr STE 100,92612,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1004920,Part Target,Northridge,19354 Londelius St.,91324,Leah Griffin,"Effectively covered (active BP rep, 1 loc)"
1008090,"Phase 3 Technologies, Inc",San Jose,1864 Hartog Drive,95131,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009630,Phison Electronics,San Jose,2860 Zanker Road,95134,Stephanie Hill,"Effectively covered (active BP rep, 1 loc)"
1002308,Pioneer Circuits ,Santa Ana,3000 S. Shannon Street,92704,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
1007322,Pioneer Power Solutions,Sante Fe Springs,10640 Springdale Ave,90670,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007918,Pony AI,Fremont,3501 Gateway Blvd,94538,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1010221,Premio Inc.,City of Industry,918 Radecki Ct,91748,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1009214,Pure Storage,Santa Clara,2555 Augustine Dr,95054,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1006835,QUANTA COMPUTER INC.,Fremont,45630 Northport Loop East,94538,Spring Tu,"Effectively covered (active BP rep, 1 loc)"
1013017,Qbit Labs Pvt Ltd,Milpitas,"Suite No. 6,",95035,Nandhini,"Effectively covered (active BP rep, 1 loc)"
1008262,QuidelOrtho Corp,San Diego,9975 Summers Ridge Road,92121,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1004634,Rapid Manufacturing,Anaheim,8080 Crystal Dr.,92807,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
1008064,Raptor Scientific,Livermore,7950 National Dr,94550,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012901,Rhombus,Sacramento,1610 R Street,95811,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1006043,Ricardo Inc.,,3264 Grey Hawk Ct.,92010,Jake Mcaloose,"Effectively covered (active BP rep, 1 loc)"
1002282,"Rocket EMS, Inc.",Santa Clara,2950 Patrick Henry Dr.,95054,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1012635,Roger Industry LLC,Garden Grove,11552 Knott St,92841,Jake Harris,"Effectively covered (active BP rep, 1 loc)"
1007531,SMA-America,Rocklin,3925 Atherton Rd,95765,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1006308,SMD (Surface Mount Depot),Gardena,18726 S Western Ave #305,,Dane Reynolds,"Effectively covered (active BP rep, 1 loc)"
1008625,Saildrone Inc,Alameda,1050 W Tower Ave,94501,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1002322,Sandel Avionics,Vista,2401 Dogwood Way,92081,Jake Mcaloose,"Effectively covered (active BP rep, 1 loc)"
1012489,Sciton,Palo Alto ,925 Commercial Street ,94303,Madison Fischl,"Effectively covered (active BP rep, 1 loc)"
1009217,Second Order Effects,El Segundo,711 Hawaii St.,90245,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1008066,Sensor Concepts. LLC,Livermore,7950 National Drive,94550,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1013002,"Shinko Electric America, Inc.",San Jose,"2077 Gateway Place, Suite 250",95110,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1010395,Skydio,San Mateo,300 Clearview Way,94402,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012927,Solventum,Monrovia,2724 Peck Rd,91016,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1002271,Sonic Manufacturing Technologies,Fremont,47951 Westinghouse Drive,94539,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1007091,Stryker Corporation,San Jose,5900 Optical Ct,95138,Mahmoud Fakhran,"Effectively covered (active BP rep, 1 loc)"
1009320,Supermicro,San Jose,980 Rock Avenue,95131,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1012480,Tech Data Corporation (TD SYNNEX),Fremont,44201 Nobel Drive  ,94538,Jasper Kee,"Effectively covered (active BP rep, 1 loc)"
1008267,Telefunken Semiconductors,Roseville,7501 Foothills Boulevard,95747,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1002257,Unigen-USA,Newark,39730 Eureka Drive,94560,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1012874,VAS Engineering,San Diego,4750 Viewridge Ave ,92123,Daniel Reiser,"Effectively covered (active BP rep, 1 loc)"
1010256,"VM Services, Inc.",Milpitas,1621 Barber Lane,95035,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1006460,Valley Services Electronics,San Jose,6190 San Ignacio Avenue,95119,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1010035,Varian,Palo Alto,3100 Hansen Way,94304-1030,Justin Goodwin,"Effectively covered (active BP rep, 1 loc)"
1006986,Veeco,San Jose,355 East Trimble Road,95131,Josh Syre,"Effectively covered (active BP rep, 1 loc)"
1009120,Verkada ,San Mateo,406 E. 3rd Ave,94401,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1006430,Vertex,El Segundo,1921 E Mariposa Ave.,90245,Thomas Haynes,"Effectively covered (active BP rep, 1 loc)"
1012136,Visionary Solutions,Santa Barbara,2060 Alameda Padre Serra UNIT 100,93103,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1008946,Vista Outdoor Inc,San Diego,9955 Black Mountain Rd,92126,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1009444,Voler Systems,Sunnyvale,1021 S. Wolfe Rd,94086,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1007594,Watlow Electric Mfg Co Inc,San Jose,6781 Via Del Oro,95119,William Robinson,"Effectively covered (active BP rep, 1 loc)"
1012122,XLR8,San Clemente,1020 Calle Negocio,92673,James Diaz,"Effectively covered (active BP rep, 1 loc)"
1004121,Zollner Electronics,Milpitas,Milpitas Plant ,95035 ,Justin Oberhofer,"Effectively covered (active BP rep, 1 loc)"
