Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
GFSH89F4B/AA,Goldfish,Positronic,100,1826,,,Astute Electronics Inc. ATX Excess,G07F03
GFSH89F4LN/AA,Goldfish,Positronic,25,1826,,,Astute Electronics Inc. ATX Excess,G06C02
GFSH89F93H/AA,Goldfish,Positronic,100,1827,,,Astute Electronics Inc. ATX Excess,G07A01
GFSH89M3N/AA,Goldfish,Positronic,35,1827,,,Astute Electronics Inc. ATX Excess,G07C01
GFSH928F1H/AA,Goldfish,Positronic,40,1825,,,Astute Electronics Inc. ATX Excess,G05F03
GFSH928M3H/AA,Goldfish,Positronic,50,1826,,,Astute Electronics Inc. ATX Excess,G07F02
GG102A10K,Wirewound radial leaded precision resist,Not Known Yet,10,,,,Astute Electronics GEA Excess/Consignment,G08E03
GLS85LS1016B-M-C-FZJE-ND105,SATA NAND FD 16GB FBGA-145,Greenliant,30,,,USD,Astute Electronics Inc. ATX Excess,G08E04
GMC10CG330F100NT,"CAP,SMD,CER,33PF,±1%,100V,C0G,0603",Kemet Electronics Corp,4000,2336,,USD,Astute Electronics Inc. LAM STL,LAM7.10.12
GN9657001,"GE GRID PART GN9657001, OSCO PART BXT320",Osco,1056,,,,Astute Electronics Inc,0006E
GQM1875G2E100JB12D,"CAP,SMD,CER,10PF,+/-5%TOL,250V,X8G,0603",Murata,4000,2420,,USD,Astute Electronics Inc. LAM STL,LAM7.9.3
GRF1-J-P-08-E-RA-TH1-E,"CONN,RA,JACK,RF,8POS",Samtec Inc,10,2404,,USD,Astute Electronics Inc. LAM STL,LAMTB.6.3
GRM033R70J103KA01D,CAP CER,Murata Manufacturing Co Ltd,4728,,,USD,Astute Electronics Inc. - HK Excess,HK-LOTBIDEXCESS
GRM1555C1H221GA01D,GRM1555C1H221GA01D,Murata Manufacturing Co Ltd,54853,9201,,,Astute Electronics Inc. ATX Excess,G02C03
GRM1555C1H221GA01D,GRM1555C1H221GA01D,Murata Manufacturing Co Ltd,64702,,,,Astute Electronics Inc. ATX Excess,G02C03
GRM155R60J225KE95D,CAP CER 2.2UF 6.3V X5R 0402,Murata Manufacturing Co Ltd,70000,,,,Astute Electronics Inc. ATX Excess,G02C03
GRM155R60J475ME47D,GRM155R60J475ME47D,Murata Manufacturing Co Ltd,210000,,,,Astute Electronics Inc. ATX Excess,G07A02
GRM155R71A474KE01D,CAP CER 0.47UF 10V 10% X7R 0402,Murata Manufacturing Co Ltd,8734,2404,,USD,Astute Electronics Inc. LAM STL,LAM7.1.28
GRM155R71C103KA01D,CAP CER 10000PF 16V X7R 0402,Murata Manufacturing Co Ltd,10000,1838,,,Astute Electronics TAX Excess/Consignment,G01B01
GRM1885C1H3R3BA01D,"Ceramic Capacitor, 0V, 3.03% +/-Tol, C0G",Murata Manufacturing Co Ltd,1000,,,,Astute Electronics Inc. ATX Excess,G02C01
GRM1885C2A820JA01D,GRM1885C2A820JA01D,Murata Manufacturing Co Ltd,8772,,,,Astute Electronics Inc. ATX Excess,G02C01
GRM188F51C334ZA01D,CAP CER 0.33UF 16V Y5V 0603,Murata Manufacturing Co Ltd,8000,0223,,USD,Astute Electronics Inc. ATX Excess,G05E03
GRM2165C1H102FA01D,CAP CER 1000PF 50V C0G/NP0 0805,Murata Manufacturing Co Ltd,4000,1602,,,Astute Electronics TAX Excess/Consignment,G01B01
GRM219R71H223KA17D,CAP CER 0.022UF 50V X7R 0805,Murata Manufacturing Co Ltd,6782,"20190913, 20190614",,,Astute Electronics TAX Excess/Consignment,G01B02
GRM21BR61H106KE43K,"CAP,SMD,CER,10UF,+/-10%,50V,X5R,0805",Murata,9900,2305,,USD,Astute Electronics Inc. LAM STL,LAM13.9.2
GRM21BR71H104KA01L,MUR MLC 0805 100NF 50V X7R 10%,Murata Manufacturing Co Ltd,30000,N/A,,,Astute Electronics TAX Excess/Consignment,A01E01
GRM21BR71H104KA01L,MUR MLC 0805 100NF 50V X7R 10%,Murata Manufacturing Co Ltd,45090,N/A,,,Astute Electronics TAX Excess/Consignment,A01E01
GRM3195C1H203JA01D,"CAP,SMD,CER,0.02UF,+/-5%,50V,NP0,1206",Murata,4000,2229,,USD,Astute Electronics Inc. LAM STL,LAM7.2.32
GRM31C5C1H104JA01L,"CAP,SMD,CER,0.1UF,50V,NP0,1206",Murata,1900,2415,,GBP,Astute Electronics Inc. LAM STL,LAM7.10.23
GRM31MR71C105KA01L,CAP CER 1UF 16V X7R 1206,Murata Manufacturing Co Ltd,15000,"1941, 2016, 1915",,,Astute Electronics TAX Excess/Consignment,G07D01
GRM31MR71E224KA01L,CAP CER 0.22UF 25V X7R 1206,Murata Manufacturing Co Ltd,5336,"1840, 20190429",,,Astute Electronics TAX Excess/Consignment,G04C01
GRM31MR71E224KA01L,CAP CER 0.22UF 25V X7R 1206,Murata Manufacturing Co Ltd,6000,"20190918, 20190619",,,Astute Electronics TAX Excess/Consignment,G04C01
GRM31MR72A473KA01L,CAP CER 0.047UF 100V X7R 1206,Murata Manufacturing Co Ltd,3589,1840,,,Astute Electronics TAX Excess/Consignment,G05E03
GRM32ER71A476KE15L,CAP CER 47UF 10V 20% X7R 1210,Murata Manufacturing Co Ltd,891,2421,,GBP,Astute Electronics Inc. LAM STL,LAM7.10.22
GRM32ER71A476ME15L,CAP CER 47UF 10V 20% X7R 1210,,945,,,USD,Astute Electronics Inc. LAM STL,LAM7.12.20
GRM32ER71H106KA12L,CAPCER10UF+10 PERC -10 PERC 50V-DC1210X7,Murata Manufacturing Co Ltd,1000,2412,,USD,Astute Electronics Inc. LAM STL,LAM7.9.17
GRT188R61H105KE13D,"CAP,SMD,CER,1UF,+/-10%,50V,X5R,0603",Murata,3946,2227,,USD,Astute Electronics Inc. LAM STL,LAM7.7.11
GSGX-NS-2-88,"CONN,MDLR,RJ45,RA,1X2,SH,ROHS","Kycon, Inc.",220,,,USD,Astute Electronics Inc. LAM STL,LAMTY.6.1
GSOT03C-E3-08,ESD Suppressor TVS Bi-Dir 3.3V 3-Pin SOT,Vishay,75000,"2510, 2511",0.035,USD,Astute Electronics Inc,HK-E02
GU256X64C-3900B,GU256X64C-3900B,Noritake Co Inc,10,1864,,,Astute Electronics TAX Excess/Consignment,G04F03
H1102NLT,XFMR PULSE 10/100-BT SURFACE 2,Pulse Electronics Corp,3600,2405,0.15,USD,Astute Electronics Inc,HK-G02
H1102NLT,XFMR PULSE 10/100-BT SURFACE 2,Pulse Electronics Corp,3600,2405,0.15,USD,Astute Electronics Inc,HK-B05
H1102NLT,XFMR PULSE 10/100-BT SURFACE 2,Pulse Electronics Corp,3599,2409,0.15,USD,Astute Electronics Inc,HK-PALLET2
H1164NLT,Telecom Transformer 40Term. Gull Wing SM,Pulse Electronics Corp,243,"1643, 1322",,,Astute Electronics SPA Excess/Consignment,G08B02
H11B1M,OPTOISO 4.17KV DARL W/BASE 6DIP,On Semiconductor,32,,,,Astute Electronics TAX Excess/Consignment,G04B03
HC5FW400-S/SP1,Sensor/Transducer,Lem,19,,26.173,USD,Astute Electronics Inc.,DSQR
HCM4925000000ABJT,CRYSTAL 25.0000MHZ 18PF SMD,Citizen,1000,1915,,,Astute Electronics TAX Excess/Consignment,G06B02
HCM493686400ABJT,CRYSTAL 3.6864MHZ 18PF SMD,Citizen,1000,1849,,,Astute Electronics TAX Excess/Consignment,G06B02
HCNR201-000E,OPTOISO 5KV LINEAR PHVOLT 8DIP,Broadcom Inc,1579,n/a,,,Astute Electronics TAX Excess/Consignment,G06A02
HCNR201-000E,OPTOISO 5KV LINEAR PHVOLT 8DIP,Broadcom Inc,42,n/a,,,Astute Electronics TAX Excess/Consignment,G06A02
HCNW139-500E,OPTOISO 5KV DARL W/BASE 8SMD,Broadcom Inc,2554,"1921, 1817",,,Astute Electronics TAX Excess/Consignment,G03B03
HCNW2611-500E,Optocoupler Logic-Out Open Collector DC-,Broadcom,100,43374,,,Astute Electronics TAX Excess/Consignment,G06A01
HCNW3120-000E,OPTOISO 5KV 1CH GATE DRIVER 8DIP,Broadcom Inc,420,,0.92,USD,Astute Electronics Inc,HK-J03
HCPL-0631-500E,OPTOISO 3.75KV 2CH OPEN COLL 8SO,Avago Technologies,2999,2532,0.54,USD,Astute Electronics Inc,HK-F01
HCPL-063L-500E,IC OPTO HCPL-0631 SO8 R,Avago Technologies,1499,2522,0.55,USD,Astute Electronics Inc,HK-B03
HCPL-063L-500E,IC OPTO HCPL-0631 SO8 R,Avago Technologies,1500,2522,0.55,USD,Astute Electronics Inc,HK-B03
HCPL-2231-300E,"IC,SMD,HCPL-2231,DUAL OPTOCOUPLER, ROHS",Broadcom,200,2313,,USD,Astute Electronics Inc. LAM STL,LAMTB.6.5
HCPL-2232-500E,IC OP/CPLR 4.5V TO 20V G254P-8,Broadcom Inc,999,2510,1.6,USD,Astute Electronics Inc,HK-D04
HCPL-2232-500E,IC OP/CPLR 4.5V TO 20V G254P-8,Broadcom Inc,999,2510,1.6,USD,Astute Electronics Inc,HK-C05
HCPL2601SD,SINGLE-CHANNEL HIGH SPEED-10 MEGA BITS P,Fairchild,500,,,,Astute Electronics Inc. ATX Excess,G02E04
HCPL-260L-000E,OPTOISO 3.75KV OPEN COLL 8DIP,Broadcom Inc,40,N/A,,,Astute Electronics TAX Excess/Consignment,G06A02
HCPL-2631-500E,OPTOISO 3.75KV 2CH OPN COLL 8DIP,Avago Technologies,17988,,0.48,USD,Astute Electronics Inc,QC INSPECT
HD64F2318VTE25V,"Microcontroller,16-Bit,FLASH",RENESAS TECHNOLOGY EUROPE,449,,51,USD,Astute Electronics Inc,QC INSPECT
HDC37F36F00S,"CONNECTOR, ELECTRICAL",Positronic,27,2009,,USD,Astute Electronics Inc. ATX Excess,G07E04
HDC9M3S60T0,"CONN POSITRONICS HDC9M3S6OTO, LEADED",Positronic,100,,,USD,Astute Electronics Inc. ATX Excess,G06E04
HDSP-5607-GH000,14.2 MM (0.56 INCH) SEVEN SEGMENT DISPLA,Avago Technologies,922,,0.7,USD,Astute Electronics Inc.,QC INSPECT
HDSP-F501-JK000,"DISPLAY 7SEG 0.4"" SGL GRN 10DIP",Broadcom Inc,1200,"1917, 1852, 1902, 1835, 1911, 1909",,,Astute Electronics TAX Excess/Consignment,A02F01
HDSP-F501-JK000,"DISPLAY 7SEG 0.4"" SGL GRN 10DIP",Broadcom Inc,107,109,,,Astute Electronics TAX Excess/Consignment,A02F01
HDSP-F501-JK000,"DISPLAY 7SEG 0.4"" SGL GRN 10DIP",Broadcom Inc,7078,"1923, 1929, 1916, 1920, 1912, 1917",,,Astute Electronics TAX Excess/Consignment,A02F01
"HEF40106BT,653",Inverter Schmitt Trigger 6-Element CMOS,NXP Semiconductors,6632,"1751, 19301, 1930",,,Astute Electronics TAX Excess/Consignment,G07B03
HFA30PB120PBF,DIODE GEN PURP 1.2KV 30A TO247AC,Vishay Intertechnology Inc,3000,"2002, 2008, 2015, 1950",,,Astute Electronics TAX Excess/Consignment,G06A02
HFA30PB120PBF,DIODE GEN PURP 1.2KV 30A TO247AC,Vishay Intertechnology Inc,41,N/A,,,Astute Electronics TAX Excess/Consignment,G06A02
HFA50PA60C,RECTIFIER,Vishay,253,,,,Astute Electronics GEA Excess/Consignment,G08C01
HFBR-1414TZ,XMITTER FIBER OPTIC 820NM,Avago Technologies,120,,15.76,USD,Astute Electronics Inc.,QC INSPECT
HFBR-1414TZ,XMITTER FIBER OPTIC 820NM,Avago Technologies,1497,2522,6.25,USD,Astute Electronics Inc,HK-D05
HFBR-2532Z,RECEIVER FIBER OPTIC VERT 1MBD,Broadcom Inc,6,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS04
HI-8382CM-01,R/T INTERFACE DRIVER,Holt Inc,33,,,,Astute Electronics GEA Excess/Consignment,F01C03
HJCB20M1002JB,HJCB20M1002JB (SMI151),State Of The Art,1420,"1945, 1931",,,Astute Electronics GEA Excess/Consignment,G08E02
HLE-103-02-F-DV,"CONN,SMD,RCPT,3POSN,2 ROW,2.54MM PITCH",Samtec Inc,222,2424,,USD,Astute Electronics Inc. LAM STL,LAMTB.1.4
HLMP-3301,LED LED 5mm re Red,Broadcom Inc,1965,N/A,,,Astute Electronics TAX Excess/Consignment,G06E03
HLMP-3301,LED LED 5mm re Red,Broadcom Inc,1000,1713,,,Astute Electronics TAX Excess/Consignment,G06E03
HLMP-3401,LED Low-Power Uni-Color Yellow 583nm 2V,Broadcom Inc,502,1733,,,Astute Electronics TAX Excess/Consignment,G06D04
HLMP-3401,LED Low-Power Uni-Color Yellow 583nm 2V,Broadcom Inc,2000,,,,Astute Electronics TAX Excess/Consignment,G06D04
HLMP-3401,LED Low-Power Uni-Color Yellow 583nm 2V,Broadcom Inc,500,,,,Astute Electronics TAX Excess/Consignment,G06D04
HLMP-3507,Standard LEDs - Through Hole Green Diffu,Broadcom Inc,547,1749,,,Astute Electronics TAX Excess/Consignment,G04B01
HLMP-4700,"Lamp, Led T 1 3/4 He Red",Broadcom Inc,2000,1808,,,Astute Electronics Inc. ATX Excess,G07F02
HLS-0108-T-10,Screw Machine Socket Array,Samtec Inc,483,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0109-T-10,Transistor and IC Sockets,Samtec Inc,439,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0111-T-10,".100"" SCREW MACHINE SOCKET ARRAY",Samtec Inc,503,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0112-T-10,Screw Machine Socket Array,Samtec Inc,464,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0113-T-10,Screw Machine Socket Array,Samtec Inc,450,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0116-T-10,Screw Machine Socket Array,Samtec Inc,491,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0118-T-10,Screw Machine Socket Array,Samtec Inc,488,,,,Astute Electronics GEA Excess/Consignment,F01C03
HLS-0205-T-10,Transitor,Samtec Inc,463,,,,Astute Electronics GEA Excess/Consignment,F02A01
HMA84GR7DJR4N-XN,DDR4 SDRAM 32GB 4G x 72 1.14V - 1.26V 1.,Hynix,300,,430,USD,Astute Electronics Inc.,QC INSPECT
HMA84GR7DJR4N-XN,DDR4 SDRAM 32GB 4G x 72 1.14V - 1.26V 1.,Hynix,100,,486,USD,Astute Electronics Inc,QC INSPECT
HMA84GR7DJR4N-XN,DDR4 SDRAM 32GB 4G x 72 1.14V - 1.26V 1.,Hynix,205,,450,USD,Astute Electronics Inc,QC INSPECT
HMA84GR7DJR4N-XN,DDR4 SDRAM 32GB 4G x 72 1.14V - 1.26V 1.,Hynix,180,,450,USD,Astute Electronics Inc,QC INSPECT
HMAA8GR7CJR4N-XN,64GB DDR4-3200 REGISTERED ECC,Hynix,1,,800,USD,Astute Electronics Inc,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,207,,216,USD,Astute Electronics Inc,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,1,,175,USD,Astute Electronics Inc.,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,2,22+,174.82,,Astute Electronics Inc,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,2,,175,USD,Astute Electronics Inc.,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,64,,175,USD,Astute Electronics Inc.,QC INSPECT
HMAG78EXNRA,DDR4 SDRAM 16GB 1.6GHz,Hynix,231,,273,USD,Astute Electronics Inc.,QC INSPECT
HMAG84EXNRA,DDR4 RDIMM/LRDIMM Memory,Hynix,100,,395,USD,Astute Electronics Inc.,QC INSPECT
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,4998,"2509, 2514",2.58,USD,Astute Electronics Inc,HK-E01
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,5000,"2509, 2514",2.58,USD,Astute Electronics Inc,HK-E01
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,2999,2513,2.44,USD,Astute Electronics Inc,HK-I02
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,6999,2513,2.44,USD,Astute Electronics Inc,HK-I02
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,3000,2513,2.44,USD,Astute Electronics Inc,HK-D04
HMC1118LP3DETR,IC SW RF SPDT 18DB,Analog Devices Inc,1996,"2508, 2511, 2514, 2517",2.44,USD,Astute Electronics Inc,HK-D04
HMC5983-TR,SENSOR MR I2C/SPI 16LPCC,Honeywell Sensing And Control,3868,11/03/2017,,,Astute Electronics SPA Excess/Consignment,G08C01
HMC926LP5ETR,MMIC UWAVE_HMC926LP5_DVGA*700-,Hittite,93,,,,Astute Electronics Inc. ATX Excess,G07D02
HMC967LP4ETR,IC MMIC IQ DOWNCONVERTER 24QFN,Analog Devices Inc,2,"1427,1452",23.18,USD,Astute Electronics Inc,QC INSPECT
HPP845E031R4,"IC,SENSOR HUMID/TEMP 3V I2C 2% SMD",TE Connectivity Ltd,399,1525,,USD,Astute Electronics Inc. LAM STL,LAM7.6.4
HPU1K5PS48-M,"POWER SUPPLY, 1500 W, 48VDC",Xp Power,3,,1373.22,USD,Astute Electronics Inc.,QC INSPECT
HR0504NPO101D2P5,"CAPH,100PF,0.5%, 50V NPO",Presidio,13,,,USD,Astute Electronics Inc. ATX Excess,G05C01
HR0504NPO221F2P5,"CAPH,220PF,1%,50V,NPO,",Presidio,18,,,USD,Astute Electronics Inc. ATX Excess,G05C01
HR0504NPO561F2P5,"CAPH,560PF,1%,50V,NPO,",Presidio,5,,,USD,Astute Electronics Inc. ATX Excess,G05C01
HR1206NPO272F2P5,"CAPH,220PF,1%,50V,NPO",Presidio,4,,,USD,Astute Electronics Inc. ATX Excess,G05C01
HR1209NPO562F2P5,"CAPH,5600PF,1%,50V,NPO",Presidio,12,,,USD,Astute Electronics Inc. ATX Excess,G05C01
HSM633-40,"OSCILLATOR, CRYSTAL",Connor Winfield,25,,,,Astute Electronics GEA Excess/Consignment,F01E02
HSMBJSAC26E3,HSMBJSAC26E3,Microsemi Corp,17660,"0851, 0914, 0835",,,Astute Electronics GEA Excess/Consignment,G04A03
HSMG-C170,LED 570NM 150MCD GN 0805,Avago Technologies,1200,,,,Astute Electronics Inc. ATX Excess,G07D04
HSMG-C170,LED 570NM 150MCD GN 0805,Avago Technologies,1200,,,,Astute Electronics Inc. ATX Excess,G07D04
HSMH-C110,"LED,SMD,RT,HSM-C110,RED,ROHS",Lumex,3000,,,USD,Astute Electronics Inc. LAM STL,LAM7.9.31
HTSW-111-05-G-D-LL,"High Temperature PCB Header Strips, 0.10",Samtec Inc,76,N/A,,,Astute Electronics GEA Excess/Consignment,G05D01
HTSW-111-08GSRA,CONNECTOR,Samtec Inc,474,2022,,USD,Astute Electronics Inc. ATX Excess,G07A02
HTSW-115-07-S-D,"CONNECTOR, TERMINAL STRIP",Samtec Inc,102,,,,Astute Electronics GEA Excess/Consignment,F01E02
HVCC153Y6P102KEAX,"CAP,CER,DISC,1000PF,15KVDC,10% TOL,RDL",Vishay Semiconductors,23,2344,,USD,Astute Electronics Inc. LAM STL,LAMBLK.3.12
HVCC153Y6P102KEAX,"CAP,CER,DISC,1000PF,15KVDC,10% TOL,RDL",Vishay Semiconductors,227,2335,,USD,Astute Electronics Inc. LAM STL,LAMBLK.3.12
HW-03-08-F-D-350-SM,"CONN,SMD,HDR,3POSN,2 ROW,2.54MM PITCH",Samtec Inc,200,2349,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.7
IAUC100N04S6L014ATMA1,Trans MOSFET N-CH 40V 100A Automotive 8-,Infineon Technologies,4740,2321,,USD,Astute Electronics Inc. LAM STL,LAM13.5.7
IAUC80N04S6L032ATMA1,"XSTR,SMD,MOSFET,N-CHAN,40V,80A,TDSON-8",Infineon Technologies,4885,2338,,USD,Astute Electronics Inc. LAM STL,LAM13.6.1
ICD15S13E6GV00LF,"CONN,RCPT,DSUB,HD,R/A,15P,3A",Amphenol FCI (ICC),300,,,USD,Astute Electronics Inc. LAM STL,LAMSHELF.3.6
ICD44S13E4GX00LF,"CONN,D-SUB,H-DENSITY,FEM,44POSN,3A,RTANG",Amphenol ICC,40,,,USD,Astute Electronics Inc. ATX Excess,G08E04
ICD44S13E4GX00LF,"CONN,D-SUB,H-DENSITY,FEM,44POSN,3A,RTANG",Amphenol ICC,200,,,USD,Astute Electronics Inc. LAM STL,LAMTY.1.4
IDT72V283L7-5BCI,"MICROCIRCUIT, 32K X 18 FIFO, 5 NS, PBGA1",Renesas Electronics Corp,15,,218.33333,,Astute Electronics Inc.,Q10
IF-E98,"LED,FIBER OPT,50MBPS,650NM,1.9V FWD,RED",Industrial Fiber Optics Inc,200,2412,,USD,Astute Electronics Inc. LAM STL,LAMTB.4.7
ILD207T,OPTOISOLTR 4KV 2CH TRANS 8-SOIC,Vishay Semiconductor Opto Division,1671,202403,0.23035,GBP,Astute Electronics Inc. LAM 3PL,LAM13.9.6
IM4G16D3FDBG-107I,"DDR3 4GB, 1.35V/1.5V, 256MX16, 9",Intelligent Memory Ltd,2090,2526,2,USD,Astute Electronics Inc,HK-D02
INA128U/2K5,"Precision, 130-dB CMRR, 700-µA, Low-Powe",Texas Instruments,250,2334,,USD,Astute Electronics Inc. LAM STL,LAMBLK.7.10
INA128UA/2K5,IC E-MMC FLASH 4GB MLC 2V7-3V6,Texas Instruments,1000,2504,0.605,USD,Astute Electronics Inc,HK-D03
INA188IDR,Zero-Drift Amplifier 1 Circuit Rail-to-R,Texas Instruments,263,2350,,USD,Astute Electronics Inc. LAM STL,LAMBLK.6.18
INA219AIDR,IC CURRENT MONITOR 1% 8SOIC,Texas Instruments,29998,"2050, 2101",0.28,USD,Astute Electronics Inc,HK-F03
INA219AIDR,IC CURRENT MONITOR 1% 8SOIC,Texas Instruments,30000,,0.278,USD,Astute Electronics Inc.,QC INSPECT
INA826AIDGKR,"Precision, 220-uA supply current",Texas Instruments,2500,2348,,USD,Astute Electronics Inc. LAM STL,LAM13.6.2
IPB027N10N5,MOSFET N-CH 100V 120A D2PAK,Infineon Technologies,400,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS03
IPL1-102-01-L-S-K,CONN HEADER VERT 2POS 2.54MM,Samtec Inc,11257,"1907, 1850, 1908",,,Astute Electronics TAX Excess/Consignment,ATX21R
IPL1-102-02-L-D-K,"CONN,SMD,PWR,SHROUDED,4POS,ROHS",Samtec Inc,261,2220,,USD,Astute Electronics Inc. LAM STL,LAMTB.1.8
IPP200N15N3GXKSA1,"Power Field-Effect Transistor, 50A I(D),",Infineon Technologies,249,,,USD,Astute Electronics Inc. ATX Excess,G04B03
IPP200N15N3GXKSA1,"Power Field-Effect Transistor, 50A I(D),",Infineon Technologies,1520,,,USD,Astute Electronics Inc. ATX Excess,G04B03
IR3584MTRPBF,"ICS, DUAL OUTPUT SWITCHING CONTROLLER WI",International Rectifier,499,2137,0.572,USD,Astute Electronics Inc,HK-A05
IRF1310NSTRLPBF,"XSTR,FIELD EFT,PWR MOSFET,N-CH",Infineon Technologies,751,2403,,USD,Astute Electronics Inc. LAM STL,LAM13.7.4
IRF2805PBF,Trans MOSFET N-CH 55V 75A 3-Pin(3+Tab) T,Infineon Technologies,487,1920,,,Astute Electronics TAX Excess/Consignment,G07C01
IRF3703PBF,MOSFET 30V 1 N-CH HEXFET 2.8mOhms 209nC,Infineon Technologies,5367,1449,,,Astute Electronics GEA Excess/Consignment,G01A01
IRF4905STRLPBF,(CE/) XSTR SMD FIELD EFT ID -7,Infineon Technologies,790,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
IRF630NPBF,"Power Field-Effect Transistor, 9.3A I(D)",Infineon Technologies,452,,,,Astute Electronics GEA Excess/Consignment,F01C03
IRF8707TRPBF,XSTR FET 1 GATE MOSFET N-CHANN,Infineon,1499,2010,0.19,USD,Astute Electronics Inc,HK-D02
IRF9Z34SPBF,XSTR P-MOSFET D2PAK,Vishay Intertechnology Inc,497,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS04
IRFB4228PBF,(CE/) XSTR PWR N-MOSFET TO-220,Infineon Technologies,1000,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
IRFB4321PBF,MOSFET N-CH 150V 85A TO220AB,Infineon,3492,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
IRFB4710PBF,"N-Channel 100 V 75A (Tc) 3.8W (Ta), 200W",Infineon Technologies,1639,,,USD,Astute Electronics Inc. ATX Excess,SLS02
IRFB4710PBF,"N-Channel 100 V 75A (Tc) 3.8W (Ta), 200W",Infineon Technologies,584,,,USD,Astute Electronics Inc. ATX Excess,SLS02
IRFI9640G,"SEMICONDUCTOR DEVICE, POWER MOSFET, P-CH",Siliconix,239,,,,Astute Electronics GEA Excess/Consignment,F02A02
IRFL4105TRPBF,MOSFET N-CH 55V 3.7A SOT223,Infineon Technologies,2500,1801,,,Astute Electronics TAX Excess/Consignment,G01C03
IRFP150PBF,Transistor MOSFET,Vishay Semiconductors,63,2003,,,Astute Electronics GEA Excess/Consignment,G01A03
IRFP150PBF,Transistor MOSFET,Vishay Semiconductors,350,1928,,,Astute Electronics GEA Excess/Consignment,G01A02
IRFP360,"23 A, 400 V, 0.2 ohm, N-CHANNEL, Si, POW",Vishay Semiconductors,1204,N/A,,,Astute Electronics GEA Excess/Consignment,G01A02
IRFP450PBF,MOSFET N-CH 500V 14A TO247AC,Infineon Technologies,1730,"1833, 1839, 1837",,,Astute Electronics TAX Excess/Consignment,A01B01
IRFP450PBF,MOSFET N-CH 500V 14A TO247AC,Infineon Technologies,43,n/a,,,Astute Electronics TAX Excess/Consignment,A01B01
IRFR110PBF,MOSFET N-Chan 100V 4.3 Amp,Vishay Dale,2717,1505,,,Astute Electronics GEA Excess/Consignment,G07B02
IRFR3710ZTRPBF,"TRANSISTOR FET, N-CHANNEL, TO-252AA",International Rectifier,2000,2310,,USD,Astute Electronics Inc. LAM STL,LAM13.8.4
IRFS23N15DPBF,"MOSFET, N-CH, 150V, 23A, TO-263AB",Infineon Technologies,303,,,,Astute Electronics Inc. ATX Excess,A02B01
IRLML2502TRPBF,Fet Irlml2502Trpbf/Sot-23,Vishay Intertechnology Inc,24,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS04
IRLML2502TRPBF,Fet Irlml2502Trpbf/Sot-23,Vishay Intertechnology Inc,2975,,,,Astute Electronics Inc. - HK Excess,HK-EXCESS04
IS25LP032D-JBLE-TR,IC MEM FLASH NOR 32MB 4MX8 133MHZ SPI I/,Issi,1000,2245,0.1802,USD,Astute Electronics Inc,HK-B04
IS25LP032D-JNLE-TR,IC FLASH 32MBIT SPI/QUAD 8SOP,Issi,3000,,0.554,USD,Astute Electronics Inc,QC INSPECT
IS41C16100C-50TLI,IC DRAM 16MBIT PAR 50TSOP II,Issi,117,"1707 (43 pieces), 1738 (74 pieces)",,,Astute Electronics Inc. ATX Excess,G02D02
IS41C16105-50K,IS41C16105-50K,Not Known Yet,182,,,USD,Astute Electronics Inc. - HK Excess,HK-EXCESS04
IS42S32400F-7TLI,IC SDRAM 128MBIT TSOP86 I,Integrated Silicon Solution Inc,108,1720,,,Astute Electronics Inc. ATX Excess,G02D01
IS43TR16128B-15HBLI,IC 2GB 128MX16 DDR3 SDRAM ISSI,Issi,202,,2,USD,Astute Electronics Inc.,Q3
IS61WV25616BLL-10BLI,IS61WV25616BLL-10BLI,Integrated Circuit Systems Inc,712,1807,,,Astute Electronics Inc. ATX Excess,G01E01
