Item,ItemDescription,Name,Lot Quantity,Date Code,Lot Unit Cost,Currency,Warehouse Name,Location
RNC55H4220FSB14,Resistor,Vishay,100,,,,Astute Electronics GEA Excess/Consignment,F02E01
RNC55H4221FSRE6,RES 4.22K OHM 1/8W 1% AXIAL,Vishay Dale,904,1519,,,Astute Electronics GEA Excess/Consignment,G02B01
RNC55H4421FSB14,RES 4.42K OHM 1/8W 1% AXIAL,Vishay Dale,168,1324,,,Astute Electronics GEA Excess/Consignment,G03A02
RNC55H4641FSRE6,RES 4.64K OHM 1/8W 1% AXIAL,Vishay Dale,907,1517,,,Astute Electronics GEA Excess/Consignment,G02B01
RNC55H4872BS,"Resistor,Metal Film,48.7KOhms,200WV,.1+/",Vishay Semiconductors,121,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55H5361FSB14,RES 5.36K OHM 1/8W 1% AXIAL,Vishay Dale,149,1440,,,Astute Electronics GEA Excess/Consignment,G03B01
RNC55H5361FSB14,RES 5.36K OHM 1/8W 1% AXIAL,Vishay Dale,1432,,,,Astute Electronics GEA Excess/Consignment,F01C01
RNC55H6040BS,RNC55H6040BS,Vishay Semiconductors,270,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC55H7151FSRE6,RES 7.15K OHM 1/8W 1% AXIAL,Vishay Dale,908,1524,,,Astute Electronics GEA Excess/Consignment,G02B01
RNC55H7500FSRE6,RES 750 OHM 1/8W 1% AXIAL,Vishay Dale,907,1524,,,Astute Electronics GEA Excess/Consignment,G02B01
RNC55H7501FR,RNC55H7501FR,Vishay Semiconductors,805,N/A,,,Astute Electronics GEA Excess/Consignment,G05C02
RNC55H8250FSRE5,RES 825 OHM 1% 1/8W AXIAL,Vishay Dale,315,1346,,,Astute Electronics GEA Excess/Consignment,G05B01
RNC55J1003BS,Res Metal Film 100K Ohm 0.1% 1/8W Â±25pp,Vishay Semiconductors,589,N/A,,,Astute Electronics GEA Excess/Consignment,G05C02
RNC55J1020BS,"Through Hole Resistor, 10 kohm, RNC Seri",Vishay Semiconductors,121,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55J1053BS,Res Metal Film 105K Ohm 0.1% 0.125W(1/8W,Vishay Semiconductors,940,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55J1302BS,"Resistor,Metal Film,ERC-55 13K .1% T-9",Vishay Semiconductors,375,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55J1721BS,RNC55J1721BS,Vishay Semiconductors,270,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC55J1741BS,Res Metal Film 1.74K Ohm 0.1% 1/8W ±25pp,Vishay Semiconductors,725,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC55J2150BS,Film Fixed Resistor,Vishay Semiconductors,270,N/A,,,Astute Electronics GEA Excess/Consignment,G05D02
RNC55J2550BS,RNC55J2550BS,Vishay Semiconductors,293,N/A,,,Astute Electronics GEA Excess/Consignment,G06D02
RNC55J2552BS,Resistor,Vishay Semiconductors,259,N/A,,,Astute Electronics GEA Excess/Consignment,G08B03
RNC55J2670BS,Resistor,Vishay Semiconductors,265,N/A,,,Astute Electronics GEA Excess/Consignment,G05D04
RNC55J2870BS,Res metal film 287 ohm 0.1%,Vishay Semiconductors,238,N/A,,,Astute Electronics GEA Excess/Consignment,G07C02
RNC55J3090BS,ERC-55 309 .1% T-9,Vishay Semiconductors,154,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNC55J4420BS,RNC55J4420BS,Vishay Semiconductors,356,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNC55J6980BS,RNC55J6980BS,Vishay Semiconductors,255,N/A,,,Astute Electronics GEA Excess/Consignment,G06D04
RNC55J9092BS,Res Metal Film 92K Ohm 0.1% 0.125W(1/8W),Vishay Semiconductors,446,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNCF0805BTE100R,RES 100 OHM 0.1% 1/8W 0805,Sei Electronics,1100,n/a,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE100R,RES 100 OHM 0.1% 1/8W 0805,Sei Electronics,1396,N/A,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE100R,RES 100 OHM 0.1% 1/8W 0805,Sei Electronics,8381,"1917, 1923, 1836",,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE100R,RES 100 OHM 0.1% 1/8W 0805,Sei Electronics,5000,2015,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,5000,20/01,,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,15000,"20/01, 20/08",,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,10000,20/01,,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,17101,"1921, 1922",,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,20000,"1944, 1937, 1922",,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K0,RES 10K OHM 0.1% 1/8W 0805,Sei Electronics,15000,2013,,,Astute Electronics TAX Excess/Consignment,G01D03
RNCF0805BTE10K7,RES 10.7K OHM 0.1% 1/8W 0805,Sei Electronics,5002,1843,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE11K5,RES 11.5K OHM 0.1% 1/8W 0805,Sei Electronics,5000,20/05,,,Astute Electronics TAX Excess/Consignment,G05B01
RNCF0805BTE1K00,RES 1K OHM 0.1% 1/8W 0805,Sei Electronics,12913,"1804, 1918, 1549, 1923",,,Astute Electronics TAX Excess/Consignment,G06B03
RNCF0805BTE1K20,RES 1.2K OHM 0.1% 1/8W 0805,Stackpole Electronics Inc,5000,2005,,,Astute Electronics TAX Excess/Consignment,G01C02
RNCF0805BTE1K27,RES 1.27K OHM 0.1% 1/8W 0805,Sei Electronics,5000,2005,,,Astute Electronics TAX Excess/Consignment,G01C02
RNCF0805BTE1K60,RES 1.6K OHM 0.1% 1/8W 0805,Sei Electronics,5460,1918,,,Astute Electronics TAX Excess/Consignment,G06A01
RNCF0805BTE1M00,Res Thin Film 0805 1M Ohm 0.1% 0.125W(1/,Sei Electronics,5000,19/26,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE20K0,RES 20K OHM 0.1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G05B01
RNCF0805BTE20K0,RES 20K OHM 0.1% 1/8W 0805,Sei Electronics,4275,1918,,,Astute Electronics TAX Excess/Consignment,G05B01
RNCF0805BTE25K8,RES 25.8K OHM 0.1% 1/8W 0805,Sei Electronics,5000,1812,,,Astute Electronics TAX Excess/Consignment,G07C03
RNCF0805BTE2K00,RES 2K OHM 0.1% 1/8W 0805,Sei Electronics,7684,"1919, 1923, 1330",,,Astute Electronics TAX Excess/Consignment,G06A01
RNCF0805BTE2K15,RES 2.15K OHM 0.1% 1/8W 0805,Sei Electronics,4478,1919,,,Astute Electronics TAX Excess/Consignment,G06A01
RNCF0805BTE2K21,RES 2.21K OHM 0.1% 1/8W 0805,Sei Electronics,9265,"1712, 1918",,,Astute Electronics TAX Excess/Consignment,G07D01
RNCF0805BTE3K16,RES 3.16K OHM 0.1% 1/8W 0805,Sei Electronics,3611,1920,,,Astute Electronics TAX Excess/Consignment,G07D01
RNCF0805BTE4K99,RES 4.99K OHM 0.1% 1/8W 0805,Sei Electronics,10000,2015,,,Astute Electronics TAX Excess/Consignment,G01B03
RNCF0805BTE4K99,RES 4.99K OHM 0.1% 1/8W 0805,Sei Electronics,16931,"19/23, 19/20, 1840",,,Astute Electronics TAX Excess/Consignment,G01D04
RNCF0805BTE4K99,RES 4.99K OHM 0.1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D04
RNCF0805BTE5K49,RES 5.49K OHM 0.1% 1/8W 0805,Sei Electronics,5000,20/08,,,Astute Electronics TAX Excess/Consignment,G01D04
RNCP0805FTD40K2,"RES,SMD,40.2K OHM,+/-1%,1/4W,HP,0805",Stackpole Electronics Inc,5000,2221,,USD,Astute Electronics Inc. LAM STL,LAM7.4.4
RNCP0805FTD4K99,"RES,SMD,4.99K OHM,+/-1%,1/4W,HP,0805",Stackpole Electronics Inc,4864,2314,,USD,Astute Electronics Inc. LAM STL,LAM7.4.12
RNF14FTC100K,RES 100K OHM 1% 1/4W AXIAL,Sei Electronics,8271,19/18,,,Astute Electronics TAX Excess/Consignment,A02B01
RNF14FTC10K0,RES 10K OHM 1% 1/4W AXIAL,Sei Electronics,5000,19/04,,,Astute Electronics TAX Excess/Consignment,G05A02
RNF14FTC10K0,RES 10K OHM 1% 1/4W AXIAL,Sei Electronics,441,1742,,,Astute Electronics TAX Excess/Consignment,G05A02
RNF14FTC1K00,RES 1K OHM 1% 1/4W AXIAL,Sei Electronics,4338,18/31,,,Astute Electronics TAX Excess/Consignment,G05A02
RNF14FTC1K00,RES 1K OHM 1% 1/4W AXIAL,Sei Electronics,36,N/A,,,Astute Electronics TAX Excess/Consignment,G05A02
RNF14FTC200R,RES 200 OHM 1% 1/4W AXIAL,Sei Electronics,5000,19/22,,,Astute Electronics TAX Excess/Consignment,G05E04
RNF14FTC200R,RES 200 OHM 1% 1/4W AXIAL,Sei Electronics,3742,18/35,,,Astute Electronics TAX Excess/Consignment,G05E04
RNF14FTC34K0,RES 34K OHM 1% 1/4W AXIAL,Sei Electronics,4417,19/17,,,Astute Electronics TAX Excess/Consignment,G06B02
RNF14FTC365R,RES 365 OHM 1% 1/4W AXIAL,Sei Electronics,5907,"17/42, 19/22",,,Astute Electronics TAX Excess/Consignment,G07F04
RNF14FTC432R,RES 432 OHM 1% 1/4W AXIAL,Sei Electronics,3732,18/35,,,Astute Electronics TAX Excess/Consignment,G08B01
RNF14FTC432R,RES 432 OHM 1% 1/4W AXIAL,Sei Electronics,5000,19/22,,,Astute Electronics TAX Excess/Consignment,G08B01
RNF14FTC475K,RES 475K OHM 1% 1/4W AXIAL,Sei Electronics,8698,N/A,,,Astute Electronics TAX Excess/Consignment,G07B01
RNF14FTC47K5,RES 47.5K OHM 1% 1/4W AXIAL,Sei Electronics,5000,19/22,,,Astute Electronics TAX Excess/Consignment,G06C01
RNF14FTC47K5,RES 47.5K OHM 1% 1/4W AXIAL,Sei Electronics,478,15/38,,,Astute Electronics TAX Excess/Consignment,G06C01
RNF14FTC4K99,RES 4.99K OHM 1% 1/4W AXIAL,Sei Electronics,8745,"19/18, 18/33",,,Astute Electronics TAX Excess/Consignment,G07F02
RNF14FTC750R,RES 750 OHM 1% 1/4W AXIAL,Sei Electronics,8749,"19/22, 18/35",,,Astute Electronics TAX Excess/Consignment,A01C01
RNR50H2002BP,ERC-50 20K .1% T-2,Vishay Semiconductors,164,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55C1272FS,Film Fixed Resistor,Vishay Semiconductors,596,1123,,,Astute Electronics GEA Excess/Consignment,G04C03
RNR55C3572FS,RNR55C3572FS,Vishay Semiconductors,425,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55C4992FS,Res Metal Film 49.9K Ohm 1% 0.125W(1/8W),Vishay Semiconductors,283,1120,,,Astute Electronics GEA Excess/Consignment,G07D02
RNR55C6341FS,RESISTOR 6.34 KOHM 0.125W 1% FILM METAL,Vishay Semiconductors,300,1122,,,Astute Electronics GEA Excess/Consignment,G07E01
RNR55H1001BR,ERC-55 1K .1% T-2,Vishay Semiconductors,867,N/A,,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55H1001FR,Film Fixed Resistor,Vishay Semiconductors,144,1211,,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55H1003BR,ERC-55 100K .1% T-2,Vishay Semiconductors,1,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNR55H1023FPRE5,Res Metal Film 102K Ohm 1% 0.125W(1/8W),Vishay Dale,228,1951,,,Astute Electronics GEA Excess/Consignment,G03A02
RNR55H1180BPRE5,RES 118 OHM 0.1% 1/8W AXIAL,Vishay Dale,383,1952,,,Astute Electronics GEA Excess/Consignment,G03A01
RNR55H1201BPRE5,RES 1.2K OHM 0.1% 1/8W AXIAL,Vishay Dale,256,1521,,,Astute Electronics GEA Excess/Consignment,G02B02
RNR55H1472BR,ERC-55 14.7K .1% T-2,Vishay Semiconductors,385,1120,,,Astute Electronics GEA Excess/Consignment,G07E02
RNR55H1500BPRE5,RES 150 OHM 0.1% 1/8W AXIAL,Vishay Dale,255,1518,,,Astute Electronics GEA Excess/Consignment,G02B01
RNR55H1582FPRE5,Res Metal Film 15.8K Ohm 1% 0.125W(1/8W),Vishay Dale,498,2105,,,Astute Electronics GEA Excess/Consignment,G02B01
RNR55H1872FRRE6,RES 18.7K OHM 1% 1/8W AXIAL,Vishay Dale,335,1520,,,Astute Electronics GEA Excess/Consignment,G02E01
RNR55H2002BRRE5,RES 20K OHM 0.1% 1/8W AXIAL,Vishay Dale,128,"2030, 2032",,,Astute Electronics GEA Excess/Consignment,G02D04
RNR55H2263BR,ERC-55 226K .1% T-2,Vishay Semiconductors,179,"1344, 1031, 1025, 1532",,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55H2372FR,Res Metal Film 23.7kOhm 1% 0.125W ±50ppm,Vishay Semiconductors,965,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNR55H2490BPRE5,Res Metal Film 249 Ohm 0.1% 0.125W(1/8W),Vishay Dale,259,1517,,,Astute Electronics GEA Excess/Consignment,G03B01
RNR55H2492BPRE5,ERC-55 24.9K .1% T-2 RNR55H2492BP RE5,Vishay Dale,4,,,,Astute Electronics GEA Excess/Consignment,F02D04
RNR55H3011BR,ERC-55 3.01K .1% T-2,Vishay Semiconductors,48,N/A,,,Astute Electronics GEA Excess/Consignment,INVQRY
RNR55H30R1FR,ERC-55 30.1 1% T-2,Vishay Semiconductors,149,1414,,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55H3651FS,"RESISTOR,FIXED,FILM",Vishay Semiconductors,1062,N/A,,,Astute Electronics GEA Excess/Consignment,G07E02
RNR55H4221BR,"RESISTOR,FIXED,FILM",Vishay Semiconductors,360,"1026, 1039, 0829",,,Astute Electronics GEA Excess/Consignment,G07E04
RNR55H4321BRRE6,RES 4.32K OHM 1/8W .1% AXIAL,Vishay Dale,583,2033,,,Astute Electronics GEA Excess/Consignment,G02E03
RNR55H4640BPRE5,RES 464 OHM 0.1% 1/8W AXIAL,Vishay Dale,111,1952,,,Astute Electronics GEA Excess/Consignment,g02b02
RNR55H4640BPRE5,RES 464 OHM 0.1% 1/8W AXIAL,Vishay Dale,100,2004,,,Astute Electronics GEA Excess/Consignment,G02B02
RNR55H4873FPRE5,RES 487K OHM 1% 1/8W AXIAL,Vishay Dale,75,2007,,,Astute Electronics GEA Excess/Consignment,G03A01
RNR55H4991BPRE5,RES 4.99K OHM 0.1% 1/8W AXIAL,Vishay Dale,254,1518,,,Astute Electronics GEA Excess/Consignment,G03B01
RNR55H4992BPRE5,Res Metal Film 49.9K Ohm 0.1% 0.125W(1/8,Vishay Dale,252,1518,,,Astute Electronics GEA Excess/Consignment,G03A01
RNR55H4992BR,"RESISTOR,FIXED,FILM",Vishay Semiconductors,282,N/A,,,Astute Electronics GEA Excess/Consignment,G06E03
RNR55H68R1FR,"68.1 Ohms ±1% 0.125W, 1/8W Through Hole",Vishay Semiconductors,426,"1130, 1201, 1231",,,Astute Electronics GEA Excess/Consignment,G08E02
RNR55H7503BPRE5,,Vishay Dale,263,1517,,,Astute Electronics GEA Excess/Consignment,G03A01
RNR55H8061FPRE5,RES 8.06K OHM 1% 1/8W AXIAL,Vishay Dale,371,2025,,,Astute Electronics GEA Excess/Consignment,G03B01
RNR55H8251FRRE6,Res Metal Film 8.25K Ohm 1% 0.125W(1/8W),Vishay Dale,242,1520,,,Astute Electronics GEA Excess/Consignment,G02D04
RNR55H8872BR,"RESISTOR,FIXED,FILM",Vishay Semiconductors,834,1116,,,Astute Electronics GEA Excess/Consignment,G06D04
RNR60H4021BRRE6,RES 4.02K OHM 1/4W .1% AXIAL,Vishay Dale,670,2020,,,Astute Electronics GEA Excess/Consignment,G02E03
RNR60H4641BPB14,RES 4.64K OHM 1/4W .1% AXIAL,Vishay Dale,183,n/a,,,Astute Electronics GEA Excess/Consignment,G03A03
RP051UB502KK,7.5 WATT MOD C 5000 OHMS 10%,Ohmite,10,,,,Astute Electronics GEA Excess/Consignment,G06C03
RP73PF1E16R5BTD,"RES,SMD,THIN FILM,16.5OHM,0.1W,.1%,0402",TE Connectivity Ltd,4999,Inconclusive,,USD,Astute Electronics Inc. LAM STL,LAMBLK.11.16
RPI4-MODBP-4GB,"MDL,ELEC,RASPBERRY PI 4,MDL B,4GB,IOC",Raspberry,83,Inconclusive,55,USD,Astute Electronics Inc. LAM 3PL,LAMSHELF.2.1
RPW18T362J,Semiconductor device,Taiyo Yuden Co Ltd,34741,N/A,,,Astute Electronics TAX Excess/Consignment,G01D01
RPW18T752J,Semiconductor device,Taiyo Yuden Co Ltd,35000,N/A,,,Astute Electronics TAX Excess/Consignment,G01D02
RQ73C2B267RBTD,"RES,SMD,267OHM,0.4W,200V,0.1%,1206,ROHS",TE Connectivity Ltd,5000,2324,,USD,Astute Electronics Inc. LAM STL,LAM7.7.33
RQ73C2B357RBTD,"RES,SMD,357OHM,0.4W,200V,0.1%,1206,ROHS",TE Connectivity Ltd,2769,1845,,USD,Astute Electronics Inc. LAM STL,LAM7.11.17
RR71A221MDN1,CAP ALUM POLY Polymer 220uF 10V ±20% Rad,Not Known Yet,195,,,,Astute Electronics GEA Excess/Consignment,G08E03
RS73F2BTTD10R0B,"RES,SMD,10 OHM,0.1%,25PPM,0.33W,1206",KOA Speer Electronics Inc,4242,2336,,USD,Astute Electronics Inc. LAM STL,LAM7.2.10
RSE116261,"Low Profile Socket for Relay, 6 Poles",Amphenol Corp,27,N/A,,,Astute Electronics GEA Excess/Consignment,G06D02
RSF1JT270K,RES 270K OHM 5% 1W AXIAL,Sei Electronics,2500,2019,,,Astute Electronics TAX Excess/Consignment,G06C01
RSF1JT270K,RES 270K OHM 5% 1W AXIAL,Sei Electronics,5000,1952,,,Astute Electronics TAX Excess/Consignment,G06C01
RSF1JT270K,RES 270K OHM 5% 1W AXIAL,Sei Electronics,2818,"1952, 19/17",,,Astute Electronics TAX Excess/Consignment,G06C01
RSF2JT12R0,RES 12 OHM 5% 2W AXIAL,Sei Electronics,1000,1934,,,Astute Electronics TAX Excess/Consignment,G06B02
RSF2JT12R0,RES 12 OHM 5% 2W AXIAL,Sei Electronics,250,N/A,,,Astute Electronics TAX Excess/Consignment,G06B02
RT0402BRD07100KL,"RES,SMD,0402,100KOHM,±.1%,1/16W",Yageo Corp,9742,2350,,USD,Astute Electronics Inc. LAM STL,LAM7.3.2
RT0402BRD0710K5L,"RES,SMD,10.5K,0.1%,1/16W,0402,ROHS",Yageo Corp,9165,2243,,USD,Astute Electronics Inc. LAM STL,LAM7.3.27
RT0402BRD0710KL,"Fixed Resistor, Thin Film, 0.0625W, 1000",Yageo Corp,9884,2338,,GBP,Astute Electronics Inc. LAM STL,LAM7.10.33
RT0402BRD0712KL,"RES,SMD,12.0KOHM,0.1%,1/16W,0402",Yageo Corp,9799,2334,,USD,Astute Electronics Inc. LAM STL,LAM7.8.25
RT0402BRD0718K2L,"RES,SMD,18.2KOHM,0.1%,1/16W,0402",Yageo Corp,9780,2210,,USD,Astute Electronics Inc. LAM STL,LAM7.3.16
RT0402BRD0719K1L,"RES,SMD,19.1KOHM,0.1%,1/16W,0402",Yageo Corp,9818,2415,,USD,Astute Electronics Inc. LAM STL,LAM7.7.29
RT0402BRD0719K1L,"RES,SMD,19.1KOHM,0.1%,1/16W,0402",Yageo Corp,10000,2343,,USD,Astute Electronics Inc. LAM STL,LAM7.7.29
RT0402BRD071K07L,RES SMD 1.07KOHM 0.1% 1/16W 0402,Panasonic,10000,2343,,USD,Astute Electronics Inc. LAM STL,LAM7.10.11
RT0402BRD071K15L,"RES,SMD,1.15K,0.1%,1/16W,0402,ROHS",Yageo Corp,9071,2412,,USD,Astute Electronics Inc. LAM STL,LAM7.2.12
RT0402BRD071K33L,RES SMD 1.33KOHM 0.1% 1/16W 0402,Panasonic,10000,2315,,USD,Astute Electronics Inc. LAM STL,LAM7.3.19
RT0402BRD071KL,RES SMD 1.00KOHM 0.1% 1/16W 0402,Yageo Corp,9558,2409,,USD,Astute Electronics Inc. LAM STL,LAM7.3.7
RT0402BRD0724K3L,"RES,SMD,24.3KOHM,0.1%,1/16W,0402",Panasonic,9818,2232,,USD,Astute Electronics Inc. LAM STL,LAM7.8.22
RT0402BRD07267RL,RES SMD 267 OHM 0.1% 1/16W 0402,Panasonic,10000,2349,,USD,Astute Electronics Inc. LAM STL,LAM7.8.2
RT0402BRD07280RL,RES SMD 280 OHM 0.1% 1/16W 0402,Yageo Corp,10000,2306,,USD,Astute Electronics Inc. LAM STL,LAM7.13.11
RT0402BRD0730K1L,"RES,SMD,30.1KOHM,0.1%,1/16W,0402",Panasonic,9660,2232,,USD,Astute Electronics Inc. LAM STL,LAM7.7.5
RT0402BRD0734K8L,"RES,SMD,34.8KOHM,0.1%,1/16W,0402",Panasonic,10000,2421,,USD,Astute Electronics Inc. LAM STL,LAM7.12.12
RT0402BRD07365RL,RES SMD 365 OHM 0.1% 1/16W 0402,Yageo Corp,10000,2340,,USD,Astute Electronics Inc. LAM STL,LAM7.1.30
RT0402BRD073K57L,"RES,SMD,3.57K,0.1%,1/16W,0402,ROHS",Yageo Corp,9122,2322,,USD,Astute Electronics Inc. LAM STL,LAM7.9.29
RT0402BRD0741K2L,"RES,SMD,41.2KOHM,0.1%,1/16W,0402",Panasonic,9692,2339,,USD,Astute Electronics Inc. LAM STL,LAM7.2.35
RT0402BRD0746K4L,"RES,SMD,46.4KOHM,0.1%,1/16W,0402",Panasonic,10000,2435,,USD,Astute Electronics Inc. LAM STL,LAM7.13.12
RT0402BRD07499RL,RES SMD 499 OHM 0.1% 1/16W 0402,Panasonic,9910,2338,,USD,Astute Electronics Inc. LAM STL,LAM7.3.3
RT0402BRD075K9L,"RES,SMD,5.9K,0.1%,1/16W,0402,ROHS",Panasonic,9818,2232,,USD,Astute Electronics Inc. LAM STL,LAM7.8.23
RT0402BRD0760K4L,"RES,SMD,60.4KOHM,0.1%,1/16W,0402",Panasonic,9818,2344,,USD,Astute Electronics Inc. LAM STL,LAM7.10.1
RT0402BRD07681RL,RES SMD 681 OHM 0.1% 1/16W 0402,Yageo Corp,10000,2320,,USD,Astute Electronics Inc. LAM STL,LAM7.13.4
RT0402BRD07806RL,RES SMD 806 OHM 0.1% 1/16W 0402,Panasonic,10000,2343,,USD,Astute Electronics Inc. LAM STL,LAM7.12.23
RT0402BRD07820RL,RES SMD 820 OHM 0.1% 1/16W 0402,Yageo Corp,10000,2427,,USD,Astute Electronics Inc. LAM STL,LAM7.2.15
RT0402BRD0790K9L,"RES,SMD,90.9KOHM,0.1%,1/16W,0402",Yageo Corp,9818,2343,,USD,Astute Electronics Inc. LAM STL,LAM7.10.14
RT0402BRE0750RL,"RES,SMD,50OHM,.1% TOL,1/16W,0402",Yageo Corp,9105,2414,,USD,Astute Electronics Inc. LAM STL,LAM7.3.20
RT0402BRE0750RL,"RES,SMD,50OHM,.1% TOL,1/16W,0402",Yageo Corp,55,,0.03711,USD,Astute Electronics Inc. LAM STL,QC INSPECT
RT0603BRD0710KL,RT0603BRD0710KL,KOA Speer Electronics Inc,1548,,,,Astute Electronics Inc. ATX Excess,G02C01
RT0603BRD0710KL,RT0603BRD0710KL,KOA Speer Electronics Inc,8452,,,,Astute Electronics Inc. ATX Excess,G02C01
RT0603BRD0720KL,RT0603BRD0720KL,Yageo Corp,9310,,,,Astute Electronics Inc. ATX Excess,G02C01
RT0603BRD074K32L,"RES,TNF,4.32kohm,0.1W,0603,75V",Yageo Corp,15000,,,,Astute Electronics Inc. ATX Excess,G02C01
RT0805BRD071K62L,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.62K",Yageo Corp,5000,2151,,USD,Astute Electronics Inc. LAM STL,LAM7.3.35
RT0805BRD071K65L,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.65K",Yageo Corp,5000,2209,,USD,Astute Electronics Inc. LAM STL,LAM7.4.11
RT0805BRD071K87L,"RES,SMD,0805,RG,MF,0.1%,1/10W,1.87K",Yageo Corp,9799,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RT0805BRD071K96L,(/) RES SMD 0805 RG MF 0.1% 1/,Yageo Corp,9585,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RT0805BRD072K37L,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.37K ROHS",Yageo Corp,9657,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RT0805BRD072K55L,(/) RES SMD 0805 RG MF 0.1% 1/,Yageo Corp,4938,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RT0805BRD072K74L,"RES,SMD,0805,RG,MF,0.1%,1/10W,2.74K ROHS",Susumu Co Ltd,5000,2149,,USD,Astute Electronics Inc. LAM STL,LAM7.4.16
RT0805BRD074K99L,"RES,SMD,0805,RG,MF,0.1%,1/10W,4.99K ROHS",Yageo Corp,5000,2332,,GBP,Astute Electronics Inc. LAM STL,LAM7.11.8
RT0805BRD075K36L,"RES,SMD,0805,RG,MF,0.1%,1/10W,5.36K",Susumu Co Ltd,5000,2149,,USD,Astute Electronics Inc. LAM STL,LAM7.5.5
RT0805FRE07100RL,"RES,SMD,0805,TF,100 OHM,1%,1/8W,ROHS",Stackpole Electronics Inc,10000,2303,,USD,Astute Electronics Inc. LAM STL,LAM7.4.31
RT22C2P103,"Resistor, Wirewound, 10K Ohm, 5±%, 50ppm",Bourns Inc,32,,,,Astute Electronics GEA Excess/Consignment,BTX-A01
RT26C2W102,"Trimmer Resistors - Through Hole 1K 1/4""",Bourns Inc,72,0518,,,Astute Electronics GEA Excess/Consignment,G01A03
RT-DSUB-H-SR-78TCL,(/) CONN D-SUB 78 POS FEM RIGH,Raycon Industries,31,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RTE24024F,General Purpose Relays DPDT 8A 24VDC,TE Connectivity Ltd,60,2336,,USD,Astute Electronics Inc. LAM STL,LAMTB.3.8
RTL8367N-VB-CG,NETWORK INTERFACE,Realtek,3360,2534,1.14,USD,Astute Electronics Inc,QC INSPECT
RUEF185,(CE/) FUSE POLYSWITCH RESETTAB,Littelfuse Inc,4874,,,USD,Astute Electronics Inc. - LAM Consignment,QC INSPECT
RUEF400,"PTC,RUE SERIES 4.00A,ROHS","Littelfuse, Inc.",412,2245,0.245,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.4.10
RUEF500,"PTC,RUE SERIES 5.00A,ROHS","Littelfuse, Inc.",26,2338,0.295,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.3.4
RUEF800,"FUSE,PTC,RUEF, 8.0A ROHS","Littelfuse, Inc.",242,2250,,USD,Astute Electronics Inc. LAM STL,LAMBLK.9.15
RUEF900,"FUSE,PTC,RUEF, 9.0A ROHS","Littelfuse, Inc.",194,11/30/23,0.42,USD,Astute Electronics Inc. LAM 3PL,LAMBLK.7.8
