COV,CO Number,MPN Ordered,Customer Part Code,Description,Qty,Contract Base Price,Contract Resale,Expected Unit Profit,Contract Total Base,Contract Total Resale,Expected Total Profit,Actual Unit Cost,Actual Total Cost,Sell Price,Line Total,GP Profit,Purchased By,Actual Purchase Price,Base Price Variance,Resale vs Actual Variance,Matched
COV0019122,StaleInvQ32025,"CRCW0805180KJNEA",615-901294-184,"RES,SMD,0805,180K,5%,1/10W,ROHS",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00272,13.6,0,0,-13.6,Stephanie Hill,0.00272,-0.002182,16.290243902439023,true
COV0019122,StaleInvQ32025,"5026",669-B08291-001,"CONT,JUMPER,0.200 PITCH",100,0.203433,0.2480890243902439,0.04465602439024391,20.3433,24.80890243902439,4.465602439024391,0.13327,13.327,0,0,-13.327,Danyel Martinez,0.1256284,-0.070163,11.48190243902439,true
COV0019122,StaleInvQ32025,"K86X-BD-44S-BR",668-014495-044,"CONN,RCPT,HIGH DENSITY DSUB,44 ROHS",2,11.35,13.841463414634147,2.491463414634147,22.7,27.682926829268293,4.982926829268294,6.61892,13.23784,0,0,-13.23784,Jake Harris,6.71,-4.7310799999999995,14.445086829268293,true
COV0019122,StaleInvQ32025,"MT112TB-RG-A",32-10023-00,"LED,RED RECTANGULAR,ROHS",199,0.063726,0.07771463414634147,0.013988634146341467,12.681474000000001,15.465212195121953,2.783738195121952,0.066,13.134,0,0,-13.134,Jake Harris,0.066,0.0022739999999999982,2.331212195121953,true
COV0019122,StaleInvQ32025,"RC1206JR-07910RL",615-032231-012,"RES,SMD,THKF,1206,910 OHM,5%,1/4W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00262,13.1,0,0,-13.1,Stephanie Hill,0.00262,-0.004733,31.735365853658536,true
COV0019122,StaleInvQ32025,"NMC0603NPO101J50TRPF",648-068442-101,"CAP,0603,CER,COG,5%,50V 100PF ROHS",4000,0.017672,0.021551219512195123,0.003879219512195123,70.688,86.20487804878049,15.516878048780491,0.00321,12.84,0,0,-12.84,Stephanie Hill,0.00321,-0.014462,73.36487804878048,true
COV0019122,StaleInvQ32025,"CL10B103KA8NNNC",648-346027-103,"CAP,SMD,CER,0.01UF,±10% TOL,25VDC,0603",4000,0.0022,0.002682926829268293,0.00048292682926829276,8.8,10.731707317073171,1.9317073170731711,0.0031,12.4,0,0,-12.4,Jake Harris,0.0031,0.0008999999999999998,-1.668292682926829,true
COV0019122,StaleInvQ32025,"RC1206JR-078K2L",615-097890-822,"RES,1206 8.2K 5% 1/8W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00245,12.25,0,0,-12.25,Stephanie Hill,0.00245,-0.004903,32.58536585365854,true
COV0019122,StaleInvQ32025,"RC1206FR-0719K1L",615-116029-191,"RES,SMD,1206,1%,1/4W,19.1K ROHS",5000,0.012169,0.014840243902439024,0.0026712439024390248,60.845,74.20121951219512,13.356219512195123,0.00229,11.45,0,0,-11.45,Danyel Martinez,0.0022098,-0.009878999999999999,62.75121951219512,true
COV0019122,StaleInvQ32025,"RC1206FR-07200KL",615-116030-200,"RES,SMD,1206,200K,1%,1/4W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00229,11.45,0,0,-11.45,Danyel Martinez,0.0022098,-0.005063,33.38536585365854,true
COV0019122,StaleInvQ32025,"RC1206FR-072K49L",615-098001-249,"RES,1206,1% 1/4W,2.49K ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00229,11.45,0,0,-11.45,Danyel Martinez,0.0022098,-0.005063,33.38536585365854,true
COV0019122,StaleInvQ32025,"RC1206FR-07402RL",615-116027-402,"RES,SMD,1206,402,1% 1/4W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00229,11.45,0,0,-11.45,Danyel Martinez,0.0022098,-0.005063,33.38536585365854,true
COV0019122,StaleInvQ32025,"RC1206FR-077K87L",615-116028-787,"RES,1206,1% 1/4W,7.87K ROHS",5000,0.008579,0.01046219512195122,0.0018831951219512207,42.894999999999996,52.3109756097561,9.415975609756103,0.00229,11.45,0,0,-11.45,Danyel Martinez,0.0022098,-0.0062889999999999995,40.860975609756096,true
COV0019122,StaleInvQ32025,"RC1206FR-0739K2L",615-116029-392,"RES,SMD,1206,1%,1/4W,39.2K ROHS",5000,0.01103,0.013451219512195122,0.002421219512195122,55.15,67.2560975609756,12.10609756097561,0.00228,11.4,0,0,-11.4,Danyel Martinez,0.0022098,-0.00875,55.856097560975606,true
COV0019122,StaleInvQ32025,"RC1206FR-07215KL",615-116030-215,"RES,1206,1%,1/4W,100PPM,215K,ROHS",5000,0.008579,0.01046219512195122,0.0018831951219512207,42.894999999999996,52.3109756097561,9.415975609756103,0.00227,11.35,0,0,-11.35,Jake Harris,0.0022098,-0.006309,40.9609756097561,true
COV0019122,StaleInvQ32025,"MMBZ5236BLT1G",609-004010-075,"DIO,SMD,ZENER,225MW,MMBZ,7.5V ROHS",200,0.044118,0.05380243902439025,0.00968443902439025,8.823599999999999,10.76048780487805,1.93688780487805,0.0567,11.34,0,0,-11.34,Jake Harris,0.0567,0.012582000000000003,-0.57951219512195,true
COV0019122,StaleInvQ32025,"RC1206FR-071KL",615-179931-002,"RES,1206,1% 1/4W,1.00K ROHS",4900,0.008579,0.01046219512195122,0.0018831951219512207,42.0371,51.26475609756098,9.227656097560981,0.00229,11.221,0,0,-11.221,Danyel Martinez,0.0022098,-0.0062889999999999995,40.04375609756099,true
COV0019122,StaleInvQ32025,"RC1206FR-0720KL",615-116029-200,"RES,SMD,1206,20.0K,1%,1/4W,ROHS",4800,0.007782,0.009490243902439025,0.0017082439024390253,37.3536,45.55317073170732,8.199570731707322,0.00229,10.992,0,0,-10.992,Danyel Martinez,0.0022098,-0.005492,34.56117073170732,true
COV0019122,StaleInvQ32025,"RC0402FR-071R21L",615-123458-121,"RES,0402,THKF,1/16W,1% 1.21 ROHS",10000,0.006128,0.0074731707317073175,0.0013451707317073177,61.28,74.73170731707317,13.451707317073177,0.00108,10.8,0,0,-10.8,Stephanie Hill,0.00108,-0.0050479999999999995,63.931707317073176,true
COV0019122,StaleInvQ32025,"CRCW0603365RFKEA",615-068558-365,"RES,0603,THKF,1%,1/10W,100PPM,365 ROHS",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00203,10.15,0,0,-10.15,Stephanie Hill,0.00203,-0.002872,19.740243902439026,true
COV0019122,StaleInvQ32025,"CRCW0603102KFKEA",615-221230-009,"RES,SMD,102KOHM,TOL 1%,0603, 0.1W",5000,0.003677,0.004484146341463415,0.0008071463414634152,18.385,22.420731707317078,4.035731707317076,0.00203,10.15,0,0,-10.15,Stephanie Hill,0.00203,-0.001647,12.270731707317077,true
COV0019122,StaleInvQ32025,"RMCF0603FT127K",615-B07781-001,"RES,SMD,THK FILM,127K OHM,1%,0.1W,0603",5000,0.002451,0.0029890243902439026,0.0005380243902439025,12.255,14.945121951219512,2.6901219512195125,0.002,10,0,0,-10,Edgar Santana,0.002,-0.000451,4.945121951219512,true
COV0019122,StaleInvQ32025,"RC1206JR-07200RL",615-097890-201,"RES,SMD,1206,200,5% 1/8W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00195,9.75,0,0,-9.75,Danyel Martinez,0.0018923,-0.005403,35.08536585365854,true
COV0019122,StaleInvQ32025,"RC1206JR-0724KL",615-032231-243,"RES,SMD,THKF,1206,24.0K OHM,5%,1/4W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00195,9.75,0,0,-9.75,Danyel Martinez,0.0018923,-0.005403,35.08536585365854,true
COV0019122,StaleInvQ32025,"RC1206JR-0730RL",615-097890-300,"RES,SMD THKF,30 OHM,5%,1206,1/8W,ROHS",5000,0.008579,0.01046219512195122,0.0018831951219512207,42.894999999999996,52.3109756097561,9.415975609756103,0.00195,9.75,0,0,-9.75,Danyel Martinez,0.0018923,-0.0066289999999999995,42.5609756097561,true
COV0019122,StaleInvQ32025,"RC0805FR-0730K1L",615-901302-301,"RES,0805,30.1K,1%,1/10W,ROHS",5000,0.00948,0.0115609756097561,0.0020809756097560986,47.400000000000006,57.804878048780495,10.404878048780493,0.00192,9.6,0,0,-9.6,Jake Harris,0.00192,-0.007560000000000001,48.20487804878049,true
COV0019122,StaleInvQ32025,"CC0603JRNPO8BN101",648-347511-101,"CAP,SMD,CER,100PF,±5% TOL,25V,C0G,0603",4000,0.009804,0.01195609756097561,0.00215209756097561,39.216,47.82439024390244,8.60839024390244,0.00229,9.16,0,0,-9.16,Danyel Martinez,0.0022098,-0.007514,38.664390243902446,true
COV0019122,StaleInvQ32025,"RC0805FR-074K87L",615-901301-487,"RES,SMD,0805,4.87K,1%,1/10W,ROHS",5000,0.007353,0.008967073170731707,0.0016140731707317071,36.765,44.83536585365854,8.070365853658537,0.00179,8.95,0,0,-8.95,Stephanie Hill,0.00179,-0.005563,35.88536585365854,true
COV0019122,StaleInvQ32025,"RC0805FR-07887RL",615-901300-887,"RES,SMD,0805,887,1%,1/10W,ROHS",5000,0.003,0.003658536585365854,0.0006585365853658538,15,18.29268292682927,3.292682926829269,0.00179,8.95,0,0,-8.95,Stephanie Hill,0.00179,-0.0012100000000000001,9.34268292682927,true
COV0019122,StaleInvQ32025,"RC0402FR-0711K8L",615-123462-118,"RES,0402,THKF,1/16W,1%,11.8K,ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.0008,8,0,0,-8,Jake Harris,0.0008,-0.0016510000000000001,21.890243902439025,true
COV0019122,StaleInvQ32025,"RC0805FR-074K64L",615-901301-464,"RES,SMD,0805,4.64K,1%,1/10W,ROHS",5000,0.009338,0.011387804878048783,0.002049804878048782,46.690000000000005,56.939024390243915,10.249024390243909,0.00159,7.95,0,0,-7.95,Stephanie Hill,0.00159,-0.0077480000000000005,48.98902439024391,true
COV0019122,StaleInvQ32025,"AC0805FR-0710KL",615-041926-103,"RES,SMD,0805,TF,1%,1/8W,10K,ROHS
",5000,0.00984,0.012,0.0021600000000000005,49.199999999999996,60,10.800000000000002,0.00153,7.65,0,0,-7.65,Jake Harris,0.005,-0.00831,52.35,true
COV0019122,StaleInvQ32025,"0650R9120-13",670-A07635-022,"FUSE,AXIAL LEAD,12A,250V,5X20,FAST-ACT",23,0.354687,0.4325451219512195,0.07785812195121955,8.157801,9.948537804878049,1.7907368048780496,0.317,7.291,0,0,-7.291,Jake Harris,0.317,-0.03768699999999997,2.6575378048780482,true
COV0019122,StaleInvQ32025,"CRCW12068K45FKEA",615-116028-845,"RES,SMD,1206,8.45K,1%,1/4W,ROHS",4999,0.007353,0.008967073170731707,0.0016140731707317071,36.757647,44.82639878048781,8.068751780487805,0.0013,6.4987,0,0,-6.4987,Edgar Santana,0.0013,-0.006053,38.32769878048781,true
COV0019122,StaleInvQ32025,"AC0402FR-0733RL",615-188548-172,"RES,0402,1% 1/16W,33.0 OHM ROHS",10000,0.003677,0.004484146341463415,0.0008071463414634152,36.77,44.841463414634156,8.071463414634152,0.00064,6.4,0,0,-6.4,Danyel Martinez,0.0006223,-0.003037,38.44146341463416,true
COV0019122,StaleInvQ32025,"RC0805FR-072K67L",615-901301-267,"RES,SMD,0805,2.67K,1%,1/10W,ROHS",5000,0.008,0.00975609756097561,0.0017560975609756096,40,48.78048780487805,8.780487804878048,0.00128,6.4,0,0,-6.4,Danyel Martinez,0.0012319000000000002,-0.00672,42.38048780487805,true
COV0019122,StaleInvQ32025,"RC0805FR-079K31L",615-901301-931,"RES,SMD,0805,9.31K,1%,1/10W,ROHS",5000,0.006128,0.0074731707317073175,0.0013451707317073177,30.64,37.36585365853659,6.725853658536589,0.00128,6.4,0,0,-6.4,Danyel Martinez,0.0012319000000000002,-0.004848,30.965853658536588,true
COV0019122,StaleInvQ32025,"RC0805FR-07357KL",615-901303-357,"RES,0805,357K,1%,1/10W,ROHS",5000,0.008579,0.01046219512195122,0.0018831951219512207,42.894999999999996,52.3109756097561,9.415975609756103,0.00126,6.3,0,0,-6.3,Jake Harris,0.0012319,-0.007319,46.0109756097561,true
COV0019122,StaleInvQ32025,"CC0603KRX7R9BB222",648-051878-222,"CAP,SMD,0603,2200PF,50V,10%,X7R,ROHS",4000,0.033089,0.040352439024390244,0.007263439024390243,132.356,161.40975609756097,29.053756097560974,0.00153,6.12,0,0,-6.12,Danyel Martinez,0.0014732,-0.031559000000000004,155.28975609756097,true
COV0019122,StaleInvQ32025,"CRCW0603100KFKEA",615-221230-008,"STANDARD THICK FILM CHIP RESISTOR
",5000,0.003677,0.004484146341463415,0.0008071463414634152,18.385,22.420731707317078,4.035731707317076,0.00119,5.95,0,0,-5.95,Stephanie Hill,0.00119,-0.002487,16.47073170731708,true
COV0019122,StaleInvQ32025,"AC0402FR-0722K1L",615-188549-130,"RES,0402,1% 1/16W,22.1K ROHS",10000,0.00337,0.004109756097560976,0.0007397560975609756,33.7,41.09756097560976,7.397560975609756,0.00051,5.1,0,0,-5.1,Jake Harris,0.0006223,-0.00286,35.99756097560976,true
COV0019122,StaleInvQ32025,"AC0402FR-0749R9L",615-188548-194,"RES,0402,1% 1/16W,49.9 OHM ROHS",10000,0.003677,0.004484146341463415,0.0008071463414634152,36.77,44.841463414634156,8.071463414634152,0.00051,5.1,0,0,-5.1,Jake Harris,0.0006223,-0.003167,39.741463414634154,true
COV0019122,StaleInvQ32025,"RC0402FR-071K2L",615-123461-120,"RESISTOR-CHIP THICK FILM_1.2KO",10000,0.003677,0.004484146341463415,0.0008071463414634152,36.77,44.841463414634156,8.071463414634152,0.00051,5.1,0,0,-5.1,Jake Harris,0.0004953,-0.003167,39.741463414634154,true
COV0019122,StaleInvQ32025,"RC0402FR-07549RL",615-123460-549,"RES,0402,THKF,1/16W,1% 549 ROHS",10000,0.00261,0.003182926829268293,0.000572926829268293,26.099999999999998,31.82926829268293,5.72926829268293,0.00051,5.1,0,0,-5.1,Jake Harris,0.0004953,-0.0021,26.72926829268293,true
COV0019122,StaleInvQ32025,"RC0402FR-0710K2L",615-123462-102,"RES,0402,THKF,1/16W,1% 10.2K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00051,5.1,0,0,-5.1,Danyel Martinez,0.0004953,-0.001941,24.790243902439023,true
COV0019122,StaleInvQ32025,"RC0402FR-0724K3L",615-123462-243,"RES,0402,THKF,1/16W,1% 24.3K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00051,5.1,0,0,-5.1,Danyel Martinez,0.0004953,-0.001941,24.790243902439023,true
COV0019122,StaleInvQ32025,"RC0402FR-072K67L",615-123461-267,"RES,0402,THKF,1/16W,1% 2.67K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00051,5.1,0,0,-5.1,Danyel Martinez,0.0004953,-0.001941,24.790243902439023,true
COV0019122,StaleInvQ32025,"CFR-25JB-52-2K7",28-145613-00,"RES,CARBON FILM,2.7K OHM,1/4W,+/-5%,250V",500,0.017157,0.020923170731707318,0.003766170731707319,8.5785,10.461585365853658,1.8830853658536595,0.01,5,0,0,-5,Jake Harris,0.01,-0.007156999999999998,5.461585365853658,true
COV0019122,StaleInvQ32025,"RC1206FR-073K24L",615-116028-324,"RES,1206,1% 1/4W,3.24K ROHS",5000,0.008579,0.01046219512195122,0.0018831951219512207,42.894999999999996,52.3109756097561,9.415975609756103,0.0009,4.5,0,0,-4.5,Edgar Santana,0.0009,-0.007679,47.8109756097561,true
COV0017938,June2025StaleInv,"5019530307",667-A73672-003,"CONN,SMD,HDR,3PIN,1MM PITCH,SN PLD,RTANG",1297,0.307674,0.37521219512195125,0.06753819512195125,399.053178,486.6502170731708,87.59703907317078,0.31,402.07,0.30767,399.04799,-3.02,Jake Harris,0.31,0.0023259999999999947,84.58021707317079,true
COV0019122,StaleInvQ32025,"THS4521IDGKR",630-B14831-001,"IC OPAMP DIFF 1 CIRCUIT 8VSSOP",1,3.225075,3.933018292682927,0.707943292682927,3.225075,3.933018292682927,0.707943292682927,2.771,2.771,0,0,-2.771,Danyel Martinez,2.771,-0.454075,1.162018292682927,true
COV0019122,StaleInvQ32025,"RC0402FR-071K37L",615-123461-137,"RES,0402,THKF,1/16W,1%,1.37K,ROHS",10000,0.003677,0.004484146341463415,0.0008071463414634152,36.77,44.841463414634156,8.071463414634152,0.00025,2.5,0,0,-2.5,Tracy Xie,0.00025,-0.0034270000000000004,42.341463414634156,true
COV0017938,June2025StaleInv,"TSM-103-02-S-SV",667-B14849-001,"CONN,SMD,HDR,3PIN,VERT,1ROW,2.54MM",300,0.522186,0.6368121951219513,0.11462619512195127,156.6558,191.04365853658538,34.387858536585384,0.53,159,0.52219,156.657,-2.34,Edgar Santana,0.19,0.007813999999999988,32.04365853658538,true
COV0017938,June2025StaleInv,"TSM-102-01-S-SV",667-A27948-002,"CONN,SMD,HDR,UNSHRD,2 POSN,.1IN,AU PLD",500,0.285713,0.34843048780487806,0.06271748780487807,142.8565,174.21524390243903,31.358743902439034,0.29,145,0.28571,142.855,-2.14,Edgar Santana,0.13,0.004286999999999985,29.215243902439028,true
COV0017938,June2025StaleInv,"MTSW-116-22-T-S-440",668-B29177-001,"CONN,HDR,PLUG,16POSN,1ROW,.1IN PITCH,TH",30,1.531875,1.8681402439024393,0.33626524390243917,45.956250000000004,56.04420731707318,10.087957317073176,1.56,46.8,1.53188,45.9564,-0.84,Edgar Santana,0.32,0.028124999999999956,9.244207317073183,true
COV0017938,June2025StaleInv,"5019530307",667-A73672-003,"CONN,SMD,HDR,3PIN,1MM PITCH,SN PLD,RTANG",2,0.307674,0.37521219512195125,0.06753819512195125,0.615348,0.7504243902439025,0.1350763902439025,0.31,0.62,0.30767,0.61534,0,Jake Harris,0.31,0.0023259999999999947,0.1304243902439025,true
COV0017938,June2025StaleInv,"SSW-113-01-G-D",668-900922-026,"CONN,SKT,STR,.1 X .1, 26 PIN",50,3.448067,4.204959756097561,0.7568927560975611,172.40335,210.24798780487805,37.844637804878055,3.41,170.5,3.44807,172.4035,1.9,Edgar Santana,1.38,-0.03806699999999985,39.74798780487805,true
COV0017938,June2025StaleInv,"KFE-M3-12-ET",723-A22202-001,"STDF,RND,PCB,M3,12MM LONG",100,0.401964,0.4902,0.08823600000000004,40.1964,49.02,8.823600000000004,0.36864,36.864,0.40196,40.196,3.336,Stephanie Hill,0.36864,-0.033323999999999965,12.156000000000006,true
COV0017938,June2025StaleInv,"SSW-117-01-G-D",668-900922-034,"CONN,SKT,STR,.1 X .1, 34 PIN",4,4.77945,5.82859756097561,1.0491475609756105,19.1178,23.31439024390244,4.196590243902442,3.16,12.64,4.77945,19.1178,6.48,Jake Harris,3.217,-1.6194499999999996,10.67439024390244,true
COV0017938,June2025StaleInv,"RC0402FR-070RL",615-A74149-001,"RES,SMD,THK FILM,0OHM,1%,1/16W,0402",10000,0.001446,0.0017634146341463416,0.0003174146341463416,14.46,17.634146341463417,3.1741463414634157,0.00025,2.5,0.00145,14.5,12,Tracy Xie,0.00025,-0.001196,15.134146341463417,true
COV0017938,June2025StaleInv,"RC0603JR-0722RL",615-051883-220,"RES, SMD,TF,0603,22 OHM, 5%, 1/10W, ROHS",5000,0.003088,0.0037658536585365855,0.0006778536585365855,15.44,18.829268292682926,3.389268292682927,0.00045,2.25,0.00309,15.45,13.2,Tracy Xie,0.00045,-0.002638,16.579268292682926,true
COV0017938,June2025StaleInv,"RC0805JR-07100KL",615-901294-104,"RES,SMD,0805,100K,5%,1/10W,ROHS",5000,0.003677,0.004484146341463415,0.0008071463414634152,18.385,22.420731707317078,4.035731707317076,0.00074,3.7,0.00368,18.4,14.7,Tracy Xie,0.00074,-0.0029370000000000004,18.72073170731708,true
COV0017938,June2025StaleInv,"RC0402FR-0752R3L",615-123459-523,"RES,0402,THKF,1/16W,1%,52.3,ROHS",10000,0.001814,0.0022121951219512197,0.0003981951219512196,18.14,22.121951219512198,3.981951219512196,0.00025,2.5,0.00181,18.1,15.6,Tracy Xie,0.00025,-0.001564,19.621951219512198,true
COV0017938,June2025StaleInv,"RC0402FR-071K02L",615-123461-102,"RES,0402,THKF,1/16W,1% 1.02K ROHS",10000,0.001814,0.0022121951219512197,0.0003981951219512196,18.14,22.121951219512198,3.981951219512196,0.00025,2.5,0.00181,18.1,15.6,Tracy Xie,0.00025,-0.001564,19.621951219512198,true
COV0017938,June2025StaleInv,"RC0603FR-074K7L",615-301314-001,"RESISTOR 4K7 0603 SMD 1%",5000,0.003677,0.004484146341463415,0.0008071463414634152,18.385,22.420731707317078,4.035731707317076,0.00047,2.35,0.00368,18.4,16.05,Tracy Xie,0.00047,-0.003207,20.070731707317076,true
COV0017938,June2025StaleInv,"AC0603FR-073K24L",615-068559-324,"RES,SMD,THKF,1%,1/10W,100PPM,3.24K,ROHS",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00121,6.05,0.0049,24.5,18.45,Tracy Xie,0.00121,-0.003692,23.840243902439024,true
COV0017938,June2025StaleInv,"AC0603FR-074K12L",615-068559-412,"RES,0603,THKF,1%,1/10W,100PPM,4.12K ROHS",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00121,6.05,0.0049,24.5,18.45,Tracy Xie,0.00121,-0.003692,23.840243902439024,true
COV0017938,June2025StaleInv,"RC0805JR-07680RL",615-901294-681,"RES,SMD,0805,680 OHM,5%,1/10W,ROHS",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00074,3.7,0.0049,24.5,20.8,Tracy Xie,0.00074,-0.004162,26.190243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-0747K5L",615-123462-475,"Thick Film Resistors - SMD 47.5 kOhms 62.5mW 0402 1%",9900,0.002451,0.0029890243902439026,0.0005380243902439025,24.2649,29.591341463414636,5.326441463414635,0.00025,2.475,0.00245,24.255,21.785,Tracy Xie,0.00025,-0.002201,27.116341463414635,true
COV0017938,June2025StaleInv,"RC0402FR-071K87L",615-123461-187,"RES,0402,THKF,1/16W,1% 1.87K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-0721K5L",615-123462-215,"RES,0402,THKF,1/16W,1% 21.5K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-0712K7L",615-123462-127,"RES,0402,THKF,1/16W,1%,12.7K,ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-075K9L",615-123461-590,"RES,0402,THKF,1/16W,1%,5.90K,ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-071K69L",615-123461-169,"RES,0402,THKF,1/16W,1% 1.69K ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-0722RL",615-233527-001,"GENERAL PURPOSE CHIP RESISTOR",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-071K15L",615-123461-115,"RES,0402,THKF,1/16W,1%,1.15K,ROHS",10000,0.002451,0.0029890243902439026,0.0005380243902439025,24.51,29.890243902439025,5.380243902439025,0.00025,2.5,0.00245,24.5,22,Tracy Xie,0.00025,-0.002201,27.390243902439025,true
COV0017938,June2025StaleInv,"RC0603FR-071ML",615-068562-100,"Res,1.00m,1%,1/10w,Chip/0603,100ppm",5000,0.004902,0.005978048780487805,0.001076048780487805,24.51,29.890243902439025,5.380243902439025,0.00047,2.35,0.0049,24.5,22.15,Tracy Xie,0.00047,-0.004432,27.540243902439023,true
COV0017938,June2025StaleInv,"HLE-103-02-F-DV",667-B30869-003,"CONN,SMD,RCPT,3POSN,2 ROW,2.54MM PITCH",222,1.42158,1.7336341463414635,0.31205414634146345,315.59076,384.8667804878049,69.27602048780489,1.32,293.04,1.42158,315.59076,22.55,Edgar Santana,0.76,-0.10158,91.82678048780485,true
COV0017938,June2025StaleInv,"RC0402FR-0710K5L",615-123462-105,"RES,0402,THKF,1/16W,1%,10.5K,ROHS",10000,0.002574,0.0031390243902439025,0.0005650243902439026,25.74,31.390243902439025,5.650243902439026,0.00025,2.5,0.00257,25.7,23.2,Tracy Xie,0.00025,-0.0023239999999999997,28.890243902439025,true
COV0017938,June2025StaleInv,"RC0402FR-0722KL",615-123462-220,"Res Chip 22k Ohm 1/16w +/-1% 0402",10000,0.002574,0.0031390243902439025,0.0005650243902439026,25.74,31.390243902439025,5.650243902439026,0.00025,2.5,0.00257,25.7,23.2,Tracy Xie,0.00025,-0.0023239999999999997,28.890243902439025,true
COV0017938,June2025StaleInv,"RC1206JR-070RL",615-032231-040,"Res Smd 0 Ohm Jumper 1/4w 1206",5000,0.006128,0.0074731707317073175,0.0013451707317073177,30.64,37.36585365853659,6.725853658536589,0.00126,6.3,0.00613,30.65,24.35,Tracy Xie,0.00126,-0.004868,31.065853658536586,true
COV0017938,June2025StaleInv,"RC0805FR-07150RL",615-901300-150,"RES,SMD,0805,150,1%,1/10W,ROHS",4900,0.006029,0.007352439024390244,0.0013234390243902442,29.542099999999998,36.02695121951219,6.484851219512197,0.0009,4.41,0.00603,29.547,25.14,Tracy Xie,0.0009,-0.005129,31.616951219512192,true
COV0017938,June2025StaleInv,"RC0805FR-0722K1L",615-901302-221,"RES,0805,22.1K,1%,1/10W,ROHS",5000,0.006128,0.0074731707317073175,0.0013451707317073177,30.64,37.36585365853659,6.725853658536589,0.0009,4.5,0.00613,30.65,26.15,Tracy Xie,0.0009,-0.005228,32.86585365853659,true
COV0017938,June2025StaleInv,"RC0402FR-074K02L",615-123461-402,"RES,0402,THKF,1/16W,1% 4.02K ROHS",10000,0.00326,0.003975609756097561,0.0007156097560975612,32.6,39.75609756097561,7.156097560975612,0.00025,2.5,0.00326,32.6,30.1,Tracy Xie,0.00025,-0.0030099999999999997,37.25609756097561,true
COV0017938,June2025StaleInv,"RC0603FR-0710KL",28-426179-00,"RESISTOR 10K 1% 0603 SMD POURS",10000,0.003627,0.004423170731707318,0.0007961707317073177,36.27,44.23170731707318,7.961707317073177,0.00047,4.7,0.00363,36.3,31.6,Tracy Xie,0.00047,-0.003157,39.53170731707318,true
